Time (s)	 x(m)	 y(m)	 theta(rad)	 error	 velocidad(m/s)
5.270559	 0.666415	 0.623373	 0.845928	 0.503117	 0.150935
5.280387	 0.667026	 0.624063	 0.845928	 0.502195	 0.150659
5.290872	 0.667596	 0.624707	 0.845928	 0.501336	 0.150401
5.300236	 0.668085	 0.625258	 0.845928	 0.500599	 0.150180
5.310338	 0.668662	 0.625911	 0.845928	 0.499727	 0.149918
5.326167	 0.668662	 0.625911	 0.845928	 0.499727	 0.149918
5.330326	 0.669448	 0.626798	 0.845928	 0.498543	 0.149563
5.340684	 0.670113	 0.627548	 0.845928	 0.497540	 0.149262
5.350363	 0.670954	 0.628498	 0.845928	 0.496271	 0.148881
5.362887	 0.671537	 0.629156	 0.845928	 0.495392	 0.148618
5.370435	 0.671537	 0.629156	 0.845928	 0.495392	 0.148618
5.380210	 0.672878	 0.630670	 0.845928	 0.493370	 0.148011
5.390743	 0.674087	 0.632035	 0.845928	 0.491546	 0.147464
5.400135	 0.674997	 0.633063	 0.845928	 0.490173	 0.147052
5.410207	 0.674997	 0.633063	 0.845928	 0.490173	 0.147052
5.420309	 0.674997	 0.633063	 0.845928	 0.490173	 0.147052
5.431050	 0.676686	 0.634969	 0.845928	 0.487626	 0.146288
5.440267	 0.677297	 0.635660	 0.845928	 0.486704	 0.146011
5.450239	 0.677937	 0.636382	 0.845928	 0.485740	 0.145722
5.460934	 0.678971	 0.637550	 0.845928	 0.484179	 0.145254
5.470236	 0.679829	 0.638518	 0.845928	 0.482886	 0.144866
5.480223	 0.680511	 0.639288	 0.845928	 0.481857	 0.144557
5.490373	 0.681173	 0.640036	 0.845928	 0.480859	 0.144258
5.500132	 0.682341	 0.641354	 0.845928	 0.479097	 0.143729
5.510388	 0.683037	 0.642141	 0.845928	 0.478047	 0.143414
5.520226	 0.683666	 0.642850	 0.845928	 0.477099	 0.143130
5.530212	 0.683666	 0.642850	 0.845928	 0.477099	 0.143130
5.540185	 0.684482	 0.643772	 0.845928	 0.475868	 0.142760
5.550161	 0.685126	 0.644499	 0.845928	 0.474896	 0.142469
5.560165	 0.685599	 0.645032	 0.845928	 0.474184	 0.142255
5.570841	 0.686062	 0.645555	 0.845928	 0.473486	 0.142046
5.580212	 0.686750	 0.646332	 0.845928	 0.472448	 0.141734
5.590879	 0.687681	 0.647383	 0.845928	 0.471044	 0.141313
5.600321	 0.688196	 0.647965	 0.845928	 0.470266	 0.141080
5.610409	 0.688683	 0.648514	 0.845928	 0.469532	 0.140860
5.620425	 0.689636	 0.649591	 0.845928	 0.468095	 0.140428
5.630302	 0.689795	 0.649770	 0.845928	 0.467855	 0.140357
5.640163	 0.690493	 0.650558	 0.845928	 0.466802	 0.140041
5.650731	 0.691590	 0.651797	 0.845928	 0.465148	 0.139544
5.660197	 0.692342	 0.652645	 0.845928	 0.464014	 0.139204
5.670590	 0.692917	 0.653295	 0.845928	 0.463146	 0.138944
5.680323	 0.693381	 0.653819	 0.845928	 0.462446	 0.138734
5.690298	 0.694365	 0.654930	 0.845928	 0.460962	 0.138289
5.700234	 0.694922	 0.655559	 0.845928	 0.460122	 0.138037
5.710171	 0.695451	 0.656156	 0.845928	 0.459324	 0.137797
5.720458	 0.696008	 0.656785	 0.845928	 0.458484	 0.137545
5.730192	 0.696482	 0.657320	 0.845928	 0.457770	 0.137331
5.740205	 0.697169	 0.658095	 0.845928	 0.456734	 0.137020
5.750321	 0.697874	 0.658892	 0.845928	 0.455670	 0.136701
5.760360	 0.698413	 0.659500	 0.845928	 0.454858	 0.136457
5.770203	 0.699471	 0.660694	 0.845928	 0.453262	 0.135979
5.780169	 0.700009	 0.661302	 0.845928	 0.452450	 0.135735
5.790233	 0.700520	 0.661879	 0.845928	 0.451680	 0.135504
5.800202	 0.701067	 0.662497	 0.845928	 0.450854	 0.135256
5.810274	 0.701708	 0.663220	 0.845928	 0.449888	 0.134966
5.820654	 0.702265	 0.663849	 0.845928	 0.449048	 0.134714
5.831227	 0.703026	 0.664708	 0.845928	 0.447900	 0.134370
5.841345	 0.703499	 0.665243	 0.845928	 0.447186	 0.134156
5.850541	 0.703991	 0.665798	 0.845928	 0.446444	 0.133933
5.860344	 0.704910	 0.666836	 0.845928	 0.445058	 0.133517
5.870235	 0.705458	 0.667454	 0.845928	 0.444232	 0.133270
5.880686	 0.705913	 0.667968	 0.845928	 0.443546	 0.133064
5.890339	 0.706869	 0.669047	 0.845928	 0.442104	 0.132631
5.900204	 0.707342	 0.669581	 0.845928	 0.441390	 0.132417
5.910453	 0.707862	 0.670168	 0.845928	 0.440606	 0.132182
5.920483	 0.708345	 0.670713	 0.845928	 0.439878	 0.131963
5.930844	 0.708633	 0.671038	 0.845928	 0.439444	 0.131833
5.940143	 0.709654	 0.672191	 0.845928	 0.437904	 0.131371
5.950524	 0.710164	 0.672767	 0.845928	 0.437134	 0.131140
5.960213	 0.711167	 0.673899	 0.845928	 0.435622	 0.130687
5.970189	 0.712049	 0.674895	 0.845928	 0.434292	 0.130288
5.980545	 0.712754	 0.675691	 0.845928	 0.433228	 0.129968
5.990165	 0.713274	 0.676278	 0.845928	 0.432444	 0.129733
6.005448	 0.713859	 0.676939	 0.845928	 0.431562	 0.129469
6.011471	 0.713859	 0.676939	 0.845928	 0.431562	 0.129469
6.021021	 0.714973	 0.678196	 0.845928	 0.429882	 0.128965
6.030279	 0.715567	 0.678867	 0.845928	 0.428986	 0.128696
6.040360	 0.716356	 0.679758	 0.845928	 0.427796	 0.128339
6.050346	 0.717200	 0.680711	 0.845928	 0.426522	 0.127957
6.060249	 0.717200	 0.680711	 0.845928	 0.426522	 0.127957
6.070513	 0.718305	 0.681959	 0.845928	 0.424856	 0.127457
6.080315	 0.718324	 0.681980	 0.845928	 0.424828	 0.127448
6.090266	 0.719549	 0.683363	 0.845928	 0.422980	 0.126894
6.100161	 0.720217	 0.684118	 0.845928	 0.421972	 0.126592
6.110262	 0.720737	 0.684704	 0.845928	 0.421188	 0.126356
6.120843	 0.721313	 0.685354	 0.845928	 0.420320	 0.126096
6.131709	 0.721359	 0.685407	 0.845928	 0.420250	 0.126075
6.140648	 0.722361	 0.686538	 0.845928	 0.418738	 0.125621
6.150413	 0.722547	 0.686748	 0.845928	 0.418458	 0.125537
6.160623	 0.723002	 0.687262	 0.845928	 0.417772	 0.125332
6.170190	 0.723457	 0.687775	 0.845928	 0.417086	 0.125126
6.180302	 0.724487	 0.688938	 0.845928	 0.415532	 0.124660
6.190208	 0.724942	 0.689452	 0.845928	 0.414846	 0.124454
6.200218	 0.725601	 0.690196	 0.845928	 0.413852	 0.124156
6.210863	 0.726362	 0.691055	 0.845928	 0.412704	 0.123811
6.220280	 0.727068	 0.691852	 0.845928	 0.411640	 0.123492
6.230866	 0.727857	 0.692743	 0.845928	 0.410450	 0.123135
6.240166	 0.728191	 0.693120	 0.845928	 0.409946	 0.122984
6.250284	 0.729101	 0.694147	 0.845928	 0.408574	 0.122572
6.260128	 0.729555	 0.694661	 0.845928	 0.407888	 0.122366
6.270235	 0.730085	 0.695258	 0.845928	 0.407090	 0.122127
6.280206	 0.730576	 0.695813	 0.845928	 0.406348	 0.121904
6.291118	 0.731718	 0.697103	 0.845928	 0.404626	 0.121388
6.301626	 0.732359	 0.697826	 0.845928	 0.403660	 0.121098
6.310200	 0.732897	 0.698434	 0.845928	 0.402848	 0.120854
6.320317	 0.733630	 0.699261	 0.845928	 0.401742	 0.120523
6.330201	 0.734549	 0.700299	 0.845928	 0.400356	 0.120107
6.340331	 0.734549	 0.700299	 0.845928	 0.400356	 0.120107
6.350253	 0.735793	 0.701703	 0.845928	 0.398480	 0.119544
6.360163	 0.736861	 0.702909	 0.845928	 0.396870	 0.119061
6.370337	 0.737362	 0.703474	 0.845928	 0.396114	 0.118834
6.380153	 0.737928	 0.704114	 0.845928	 0.395260	 0.118578
6.390132	 0.738894	 0.705204	 0.845928	 0.393804	 0.118141
6.400477	 0.739915	 0.706357	 0.845928	 0.392264	 0.117679
6.410177	 0.740453	 0.706964	 0.845928	 0.391452	 0.117436
6.420217	 0.740945	 0.707520	 0.845928	 0.390710	 0.117213
6.430731	 0.741957	 0.708662	 0.845928	 0.389184	 0.116755
6.440635	 0.742699	 0.709501	 0.845928	 0.388064	 0.116419
6.450270	 0.743154	 0.710014	 0.845928	 0.387378	 0.116213
6.460181	 0.744064	 0.711041	 0.845928	 0.386006	 0.115802
6.470495	 0.744630	 0.711681	 0.845928	 0.385152	 0.115546
6.480217	 0.745317	 0.712456	 0.845928	 0.384116	 0.115235
6.490247	 0.746283	 0.713546	 0.845928	 0.382660	 0.114798
6.500219	 0.746756	 0.714080	 0.845928	 0.381946	 0.114584
6.510624	 0.747693	 0.715139	 0.845928	 0.380532	 0.114160
6.520800	 0.748185	 0.715694	 0.845928	 0.379790	 0.113937
6.530223	 0.748204	 0.715715	 0.845928	 0.379762	 0.113929
6.540152	 0.748854	 0.716449	 0.845928	 0.378782	 0.113635
6.550240	 0.749374	 0.717036	 0.845928	 0.377998	 0.113399
6.560401	 0.749838	 0.717560	 0.845928	 0.377298	 0.113189
6.570472	 0.750534	 0.718346	 0.845928	 0.376248	 0.112874
6.580207	 0.750534	 0.718346	 0.845928	 0.376248	 0.112874
6.590169	 0.750534	 0.718346	 0.845928	 0.376248	 0.112874
6.600362	 0.752567	 0.720641	 0.845928	 0.373182	 0.111955
6.610351	 0.752567	 0.720641	 0.845928	 0.373182	 0.111955
6.620274	 0.752567	 0.720641	 0.845928	 0.373182	 0.111955
6.630638	 0.754785	 0.723146	 0.845928	 0.369836	 0.110951
6.640484	 0.755305	 0.723733	 0.845928	 0.369052	 0.110716
6.650146	 0.756159	 0.724697	 0.845928	 0.367764	 0.110329
6.660673	 0.756874	 0.725504	 0.845928	 0.366686	 0.110006
6.670629	 0.756892	 0.725525	 0.845928	 0.366658	 0.109997
6.680285	 0.757626	 0.726353	 0.845928	 0.365552	 0.109666
6.690407	 0.757626	 0.726353	 0.845928	 0.365552	 0.109666
6.700705	 0.759436	 0.728396	 0.845928	 0.362822	 0.108847
6.710196	 0.760113	 0.729162	 0.845928	 0.361800	 0.108540
6.720307	 0.760624	 0.729738	 0.845928	 0.361030	 0.108309
6.730475	 0.761144	 0.730325	 0.845928	 0.360246	 0.108074
6.740567	 0.761729	 0.730985	 0.845928	 0.359364	 0.107809
6.750405	 0.762183	 0.731499	 0.845928	 0.358678	 0.107603
6.760259	 0.762796	 0.732190	 0.845928	 0.357754	 0.107326
6.770182	 0.763715	 0.733228	 0.845928	 0.356368	 0.106910
6.780142	 0.764188	 0.733762	 0.845928	 0.355654	 0.106696
6.790181	 0.764690	 0.734328	 0.845928	 0.354898	 0.106469
6.800422	 0.765618	 0.735376	 0.845928	 0.353498	 0.106049
6.810146	 0.766194	 0.736026	 0.845928	 0.352630	 0.105789
6.822667	 0.766658	 0.736550	 0.845928	 0.351930	 0.105579
6.830192	 0.766667	 0.736561	 0.845928	 0.351916	 0.105575
6.840319	 0.767345	 0.737326	 0.845928	 0.350894	 0.105268
6.850124	 0.767846	 0.737892	 0.845928	 0.350138	 0.105041
6.860893	 0.768310	 0.738416	 0.845928	 0.349438	 0.104831
6.870642	 0.768885	 0.739065	 0.845928	 0.348570	 0.104571
6.880602	 0.769470	 0.739726	 0.845928	 0.347688	 0.104306
6.890441	 0.769925	 0.740239	 0.845928	 0.347002	 0.104101
6.900126	 0.770519	 0.740910	 0.845928	 0.346106	 0.103832
6.910401	 0.770519	 0.740910	 0.845928	 0.346106	 0.103832
6.920200	 0.771438	 0.741947	 0.845928	 0.344720	 0.103416
6.930939	 0.772515	 0.743163	 0.845928	 0.343096	 0.102929
6.940251	 0.772636	 0.743299	 0.845928	 0.342914	 0.102874
6.972165	 0.773378	 0.744138	 0.845928	 0.341794	 0.102538
6.972287	 0.773378	 0.744138	 0.845928	 0.341794	 0.102538
6.972332	 0.773378	 0.744138	 0.845928	 0.341794	 0.102538
6.980191	 0.773898	 0.744725	 0.845928	 0.341010	 0.102303
6.990459	 0.774548	 0.745458	 0.845928	 0.340030	 0.102009
7.000390	 0.775151	 0.746139	 0.845928	 0.339120	 0.101736
7.010515	 0.775727	 0.746789	 0.845928	 0.338252	 0.101476
7.020291	 0.776265	 0.747397	 0.845928	 0.337440	 0.101232
7.030464	 0.777370	 0.748644	 0.845928	 0.335774	 0.100732
7.040135	 0.778057	 0.749420	 0.845928	 0.334738	 0.100421
7.050399	 0.778632	 0.750070	 0.845928	 0.333870	 0.100161
7.061859	 0.779115	 0.750615	 0.845928	 0.333142	 0.099943
7.071147	 0.779588	 0.751149	 0.845928	 0.332428	 0.099728
7.084962	 0.780015	 0.751631	 0.845928	 0.331784	 0.099535
7.090398	 0.780164	 0.751799	 0.845928	 0.331560	 0.099468
7.100478	 0.780646	 0.752344	 0.845928	 0.330832	 0.099250
7.110286	 0.781129	 0.752889	 0.845928	 0.330104	 0.099031
7.122159	 0.781640	 0.753465	 0.845928	 0.329334	 0.098800
7.130308	 0.782215	 0.754115	 0.845928	 0.328466	 0.098540
7.140404	 0.782215	 0.754115	 0.845928	 0.328466	 0.098540
7.150191	 0.783273	 0.755310	 0.845928	 0.326870	 0.098061
7.160215	 0.784629	 0.756840	 0.845928	 0.324826	 0.097448
7.170236	 0.785436	 0.757752	 0.845928	 0.323608	 0.097082
7.192708	 0.786021	 0.758412	 0.845928	 0.322726	 0.096818
7.192859	 0.786021	 0.758412	 0.845928	 0.322726	 0.096818
7.200408	 0.786021	 0.758412	 0.845928	 0.322726	 0.096818
7.210281	 0.786875	 0.759376	 0.845928	 0.321438	 0.096431
7.220324	 0.787543	 0.760131	 0.845928	 0.320430	 0.096129
7.230247	 0.788629	 0.761357	 0.845928	 0.318792	 0.095638
7.240419	 0.789344	 0.762164	 0.845928	 0.317714	 0.095314
7.250546	 0.790337	 0.763285	 0.845928	 0.316216	 0.094865
7.260182	 0.791071	 0.764113	 0.845928	 0.315110	 0.094533
7.270278	 0.791841	 0.764983	 0.845928	 0.313948	 0.094184
7.280217	 0.791841	 0.764983	 0.845928	 0.313948	 0.094184
7.290180	 0.792955	 0.766241	 0.845928	 0.312268	 0.093680
7.300455	 0.794273	 0.767729	 0.845928	 0.310280	 0.093084
7.312816	 0.794292	 0.767750	 0.845928	 0.310252	 0.093076
7.320345	 0.794292	 0.767750	 0.845928	 0.310252	 0.093076
7.330664	 0.795099	 0.768661	 0.845928	 0.309034	 0.092710
7.340544	 0.795313	 0.768902	 0.845928	 0.308712	 0.092614
7.350288	 0.795907	 0.769573	 0.845928	 0.307816	 0.092345
7.360219	 0.796390	 0.770118	 0.845928	 0.307088	 0.092126
7.370452	 0.796547	 0.770296	 0.845928	 0.306850	 0.092055
7.380152	 0.797049	 0.770862	 0.845928	 0.306094	 0.091828
7.390196	 0.797958	 0.771889	 0.845928	 0.304722	 0.091417
7.400543	 0.798413	 0.772403	 0.845928	 0.304036	 0.091211
7.410460	 0.799351	 0.773461	 0.845928	 0.302622	 0.090787
7.420205	 0.799481	 0.773608	 0.845928	 0.302426	 0.090728
7.430158	 0.800437	 0.774688	 0.845928	 0.300984	 0.090295
7.440435	 0.800957	 0.775274	 0.845928	 0.300200	 0.090060
7.450246	 0.801495	 0.775882	 0.845928	 0.299388	 0.089816
7.460272	 0.802043	 0.776501	 0.845928	 0.298562	 0.089569
7.471054	 0.803110	 0.777706	 0.845928	 0.296952	 0.089086
7.480232	 0.803583	 0.778240	 0.845928	 0.296238	 0.088871
7.490217	 0.804308	 0.779058	 0.845928	 0.295146	 0.088544
7.500223	 0.805022	 0.779865	 0.845928	 0.294068	 0.088220
7.510680	 0.806099	 0.781080	 0.845928	 0.292444	 0.087733
7.520232	 0.806192	 0.781185	 0.845928	 0.292304	 0.087691
7.530368	 0.807269	 0.782401	 0.845928	 0.290680	 0.087204
7.540682	 0.808030	 0.783260	 0.845928	 0.289532	 0.086860
7.550488	 0.808503	 0.783795	 0.845928	 0.288818	 0.086645
7.560219	 0.809116	 0.784487	 0.845928	 0.287894	 0.086368
7.570598	 0.809701	 0.785147	 0.845928	 0.287012	 0.086104
7.580270	 0.809701	 0.785147	 0.845928	 0.287012	 0.086104
7.590367	 0.810285	 0.785807	 0.845928	 0.286130	 0.085839
7.600193	 0.810954	 0.786562	 0.845928	 0.285122	 0.085537
7.610983	 0.811975	 0.787714	 0.845928	 0.283582	 0.085075
7.620214	 0.812550	 0.788364	 0.845928	 0.282714	 0.084814
7.630183	 0.813098	 0.788983	 0.845928	 0.281888	 0.084566
7.640181	 0.813636	 0.789590	 0.845928	 0.281076	 0.084323
7.650414	 0.814091	 0.790104	 0.845928	 0.280390	 0.084117
7.662875	 0.815001	 0.791131	 0.845928	 0.279018	 0.083705
7.670243	 0.815484	 0.791676	 0.845928	 0.278290	 0.083487
7.680151	 0.816013	 0.792273	 0.845928	 0.277492	 0.083248
7.690375	 0.816477	 0.792797	 0.845928	 0.276792	 0.083038
7.700269	 0.816932	 0.793311	 0.845928	 0.276106	 0.082832
7.710273	 0.817452	 0.793898	 0.845928	 0.275322	 0.082597
7.720183	 0.817971	 0.794485	 0.845928	 0.274538	 0.082361
7.730286	 0.818547	 0.795134	 0.845928	 0.273670	 0.082101
7.740444	 0.819197	 0.795868	 0.845928	 0.272690	 0.081807
7.750165	 0.820385	 0.797210	 0.845928	 0.270898	 0.081269
7.760169	 0.820960	 0.797859	 0.845928	 0.270030	 0.081009
7.770310	 0.821554	 0.798530	 0.845928	 0.269134	 0.080740
7.780205	 0.822529	 0.799630	 0.845928	 0.267664	 0.080299
7.790200	 0.823002	 0.800165	 0.845928	 0.266950	 0.080085
7.800223	 0.824079	 0.801381	 0.845928	 0.265326	 0.079598
7.810131	 0.824590	 0.801957	 0.845928	 0.264556	 0.079367
7.820939	 0.825202	 0.802649	 0.845928	 0.263632	 0.079090
7.830325	 0.825202	 0.802649	 0.845928	 0.263632	 0.079090
7.840144	 0.826019	 0.803571	 0.845928	 0.262400	 0.078720
7.850197	 0.826716	 0.804357	 0.845928	 0.261350	 0.078405
7.860196	 0.827356	 0.805080	 0.845928	 0.260384	 0.078115
7.870854	 0.828470	 0.806338	 0.845928	 0.258704	 0.077611
7.880136	 0.829129	 0.807082	 0.845928	 0.257710	 0.077313
7.890117	 0.829658	 0.807679	 0.845928	 0.256912	 0.077074
7.900189	 0.830317	 0.808423	 0.845928	 0.255918	 0.076775
7.910542	 0.830809	 0.808979	 0.845928	 0.255176	 0.076553
7.920184	 0.831524	 0.809786	 0.845928	 0.254098	 0.076229
7.930263	 0.832081	 0.810415	 0.845928	 0.253258	 0.075977
7.940217	 0.832536	 0.810928	 0.845928	 0.252572	 0.075772
7.950166	 0.832990	 0.811442	 0.845928	 0.251886	 0.075566
7.961081	 0.834114	 0.812710	 0.845928	 0.250192	 0.075058
7.970286	 0.834661	 0.813328	 0.845928	 0.249366	 0.074810
7.980274	 0.835228	 0.813967	 0.845928	 0.248512	 0.074554
7.990196	 0.835729	 0.814533	 0.845928	 0.247756	 0.074327
8.000859	 0.836202	 0.815068	 0.845928	 0.247042	 0.074113
8.011112	 0.837279	 0.816284	 0.845928	 0.245418	 0.073625
8.020279	 0.837938	 0.817028	 0.845928	 0.244424	 0.073327
8.030198	 0.838625	 0.817803	 0.845928	 0.243388	 0.073016
8.040376	 0.839256	 0.818516	 0.845928	 0.242436	 0.072731
8.050472	 0.839860	 0.819197	 0.845928	 0.241526	 0.072458
8.061029	 0.839860	 0.819197	 0.845928	 0.241526	 0.072458
8.070682	 0.840454	 0.819868	 0.845928	 0.240630	 0.072189
8.080186	 0.841215	 0.820727	 0.845928	 0.239482	 0.071845
8.090214	 0.841930	 0.821534	 0.845928	 0.238404	 0.071521
8.100193	 0.842589	 0.822278	 0.845928	 0.237410	 0.071223
8.110235	 0.843164	 0.822928	 0.845928	 0.236542	 0.070963
8.120174	 0.843879	 0.823735	 0.845928	 0.235464	 0.070639
8.130180	 0.844408	 0.824332	 0.845928	 0.234666	 0.070400
8.140535	 0.844956	 0.824951	 0.845928	 0.233840	 0.070152
8.150155	 0.845438	 0.825496	 0.845928	 0.233112	 0.069934
8.160375	 0.846432	 0.826617	 0.845928	 0.231614	 0.069484
8.170364	 0.847072	 0.827340	 0.845928	 0.230648	 0.069194
8.180434	 0.847666	 0.828011	 0.845928	 0.229752	 0.068926
8.190953	 0.848687	 0.829164	 0.845928	 0.228212	 0.068464
8.200297	 0.849263	 0.829813	 0.845928	 0.227344	 0.068203
8.210395	 0.849263	 0.829813	 0.845928	 0.227344	 0.068203
8.220640	 0.850154	 0.830820	 0.845928	 0.226000	 0.067800
8.230312	 0.851175	 0.831972	 0.845928	 0.224460	 0.067338
8.240170	 0.851648	 0.832507	 0.845928	 0.223746	 0.067124
8.250152	 0.852131	 0.833052	 0.845928	 0.223018	 0.066905
8.260306	 0.853087	 0.834131	 0.845928	 0.221576	 0.066473
8.270207	 0.853700	 0.834823	 0.845928	 0.220652	 0.066196
8.280451	 0.854155	 0.835337	 0.845928	 0.219966	 0.065990
8.290292	 0.854600	 0.835840	 0.845928	 0.219294	 0.065788
8.300822	 0.855120	 0.836427	 0.845928	 0.218510	 0.065553
8.310651	 0.855631	 0.837003	 0.845928	 0.217740	 0.065322
8.321330	 0.856197	 0.837642	 0.845928	 0.216886	 0.065066
8.330249	 0.856215	 0.837663	 0.845928	 0.216858	 0.065057
8.340255	 0.856772	 0.838292	 0.845928	 0.216018	 0.064805
8.350291	 0.857329	 0.838921	 0.845928	 0.215178	 0.064553
8.361658	 0.858304	 0.840021	 0.845928	 0.213708	 0.064112
8.370215	 0.858369	 0.840095	 0.845928	 0.213610	 0.064083
8.381064	 0.859455	 0.841321	 0.845928	 0.211972	 0.063592
8.390215	 0.860058	 0.842002	 0.845928	 0.211062	 0.063319
8.400244	 0.860736	 0.842767	 0.845928	 0.210040	 0.063012
8.410527	 0.861915	 0.844098	 0.845928	 0.208262	 0.062479
8.420320	 0.862435	 0.844685	 0.845928	 0.207478	 0.062243
8.430249	 0.863038	 0.845366	 0.845928	 0.206568	 0.061970
8.440786	 0.864208	 0.846687	 0.845928	 0.204804	 0.061441
8.450511	 0.864746	 0.847294	 0.845928	 0.203992	 0.061198
8.460187	 0.864746	 0.847294	 0.845928	 0.203992	 0.061198
8.470156	 0.864746	 0.847294	 0.845928	 0.203992	 0.061198
8.480591	 0.866807	 0.849621	 0.845928	 0.200884	 0.060265
8.490150	 0.867289	 0.850166	 0.845928	 0.200156	 0.060047
8.500301	 0.867772	 0.850711	 0.845928	 0.199428	 0.059828
8.510205	 0.868310	 0.851319	 0.845928	 0.198616	 0.059585
8.520187	 0.868793	 0.851864	 0.845928	 0.197888	 0.059366
8.530204	 0.869796	 0.852996	 0.845928	 0.196376	 0.058913
8.540240	 0.870269	 0.853530	 0.845928	 0.195662	 0.058699
8.550269	 0.870900	 0.854243	 0.845928	 0.194710	 0.058413
8.560615	 0.871374	 0.854777	 0.845928	 0.193996	 0.058199
8.570361	 0.871884	 0.855354	 0.845928	 0.193226	 0.057968
8.581021	 0.872014	 0.855500	 0.845928	 0.193030	 0.057909
8.590480	 0.872311	 0.855836	 0.845928	 0.192582	 0.057775
8.600288	 0.873407	 0.857073	 0.845928	 0.190930	 0.057279
8.610164	 0.873945	 0.857680	 0.845928	 0.190118	 0.057035
8.620207	 0.874465	 0.858267	 0.845928	 0.189334	 0.056800
8.630154	 0.874465	 0.858267	 0.845928	 0.189334	 0.056800
8.640396	 0.875718	 0.859682	 0.845928	 0.187444	 0.056233
8.650578	 0.876173	 0.860196	 0.845928	 0.186758	 0.056027
8.660164	 0.876795	 0.860898	 0.845928	 0.185820	 0.055746
8.670340	 0.877630	 0.861841	 0.845928	 0.184560	 0.055368
8.680218	 0.878308	 0.862606	 0.845928	 0.183538	 0.055061
8.690135	 0.879273	 0.863696	 0.845928	 0.182082	 0.054625
8.700209	 0.879849	 0.864346	 0.845928	 0.181214	 0.054364
8.711221	 0.880350	 0.864912	 0.845928	 0.180458	 0.054137
8.722447	 0.881454	 0.866159	 0.845928	 0.178792	 0.053638
8.730172	 0.881993	 0.866767	 0.845928	 0.177980	 0.053394
8.740232	 0.882550	 0.867396	 0.845928	 0.177140	 0.053142
8.750244	 0.883005	 0.867909	 0.845928	 0.176454	 0.052936
8.760170	 0.883617	 0.868601	 0.845928	 0.175530	 0.052659
8.770681	 0.884787	 0.869921	 0.845928	 0.173766	 0.052130
8.780213	 0.885353	 0.870561	 0.845928	 0.172912	 0.051874
8.795383	 0.886337	 0.871671	 0.845928	 0.171428	 0.051428
8.800150	 0.886894	 0.872300	 0.845928	 0.170588	 0.051176
8.810436	 0.887442	 0.872919	 0.845928	 0.169762	 0.050929
8.820790	 0.887897	 0.873432	 0.845928	 0.169076	 0.050723
8.830231	 0.887897	 0.873432	 0.845928	 0.169076	 0.050723
8.840436	 0.889131	 0.874826	 0.845928	 0.167214	 0.050164
8.850201	 0.889261	 0.874973	 0.845928	 0.167018	 0.050105
8.860595	 0.889753	 0.875528	 0.845928	 0.166276	 0.049883
8.870204	 0.890319	 0.876167	 0.845928	 0.165422	 0.049627
8.880216	 0.890830	 0.876744	 0.845928	 0.164652	 0.049396
8.891139	 0.891823	 0.877865	 0.845928	 0.163154	 0.048946
8.900678	 0.892426	 0.878546	 0.845928	 0.162244	 0.048673
8.910611	 0.892965	 0.879154	 0.845928	 0.161432	 0.048430
8.920382	 0.892993	 0.879186	 0.845928	 0.161390	 0.048417
8.930435	 0.893680	 0.879961	 0.845928	 0.160354	 0.048106
8.940873	 0.894793	 0.881219	 0.845928	 0.158674	 0.047602
8.951707	 0.894979	 0.881429	 0.845928	 0.158394	 0.047518
8.960221	 0.895620	 0.882152	 0.845928	 0.157428	 0.047228
8.970232	 0.896158	 0.882760	 0.845928	 0.156616	 0.046985
8.980284	 0.896650	 0.883315	 0.845928	 0.155874	 0.046762
8.990159	 0.897782	 0.884594	 0.845928	 0.154166	 0.046250
9.000167	 0.898581	 0.885495	 0.845928	 0.152962	 0.045889
9.010158	 0.898581	 0.885495	 0.845928	 0.152962	 0.045889
9.020303	 0.899639	 0.886690	 0.845928	 0.151366	 0.045410
9.030397	 0.900307	 0.887444	 0.845928	 0.150358	 0.045107
9.040317	 0.901096	 0.888335	 0.845928	 0.149168	 0.044750
9.050245	 0.901533	 0.888828	 0.845928	 0.148510	 0.044553
9.060224	 0.902155	 0.889530	 0.845928	 0.147572	 0.044272
9.070576	 0.902721	 0.890169	 0.845928	 0.146718	 0.044015
9.080517	 0.902721	 0.890169	 0.845928	 0.146718	 0.044015
9.090197	 0.903621	 0.891186	 0.845928	 0.145360	 0.043608
9.100300	 0.904299	 0.891951	 0.845928	 0.144338	 0.043301
9.110477	 0.905246	 0.893020	 0.845928	 0.142910	 0.042873
9.120240	 0.905264	 0.893041	 0.845928	 0.142882	 0.042865
9.130459	 0.906035	 0.893910	 0.845928	 0.141720	 0.042516
9.140812	 0.906527	 0.894466	 0.845928	 0.140978	 0.042293
9.150682	 0.907139	 0.895158	 0.845928	 0.140054	 0.042016
9.160340	 0.907743	 0.895839	 0.845928	 0.139144	 0.041743
9.170173	 0.908411	 0.896593	 0.845928	 0.138136	 0.041441
9.180186	 0.909079	 0.897348	 0.845928	 0.137128	 0.041138
9.190203	 0.909562	 0.897893	 0.845928	 0.136400	 0.040920
9.200236	 0.910221	 0.898637	 0.845928	 0.135406	 0.040622
9.210252	 0.910834	 0.899329	 0.845928	 0.134482	 0.040345
9.220214	 0.911493	 0.900073	 0.845928	 0.133488	 0.040046
9.230186	 0.911511	 0.900094	 0.845928	 0.133460	 0.040038
9.240511	 0.912746	 0.901488	 0.845928	 0.131598	 0.039479
