Time (s)	 x(m)	 y(m)	 theta(rad)	 error	 velocidad(m/s)
6.120194	 0.818648	 0.985796	 0.200891	 0.181908	 0.090954
6.132061	 0.820377	 0.986146	 0.197972	 0.180157	 0.090078
6.141720	 0.821750	 0.986420	 0.195658	 0.178767	 0.089384
6.151741	 0.821914	 0.986452	 0.195381	 0.178600	 0.089300
6.161686	 0.823618	 0.986787	 0.192521	 0.176876	 0.088438
6.206386	 0.824387	 0.986936	 0.191234	 0.176098	 0.088049
6.206608	 0.824387	 0.986936	 0.191234	 0.176098	 0.088049
6.217425	 0.825253	 0.987103	 0.189790	 0.175222	 0.087611
6.227146	 0.825253	 0.987103	 0.189790	 0.175222	 0.087611
6.237135	 0.826780	 0.987395	 0.187250	 0.173678	 0.086839
6.246777	 0.827096	 0.987454	 0.186725	 0.173358	 0.086679
6.256978	 0.827096	 0.987454	 0.186725	 0.173358	 0.086679
6.266739	 0.829353	 0.987877	 0.182992	 0.171077	 0.085538
6.277445	 0.831281	 0.988230	 0.179818	 0.169129	 0.084565
6.286848	 0.831281	 0.988230	 0.179818	 0.169129	 0.084565
6.296789	 0.833127	 0.988563	 0.176795	 0.167264	 0.083632
6.306815	 0.833554	 0.988639	 0.176096	 0.166833	 0.083416
6.316692	 0.835002	 0.988895	 0.173741	 0.165371	 0.082686
6.326782	 0.835002	 0.988895	 0.173741	 0.165371	 0.082686
6.336772	 0.836947	 0.989233	 0.170590	 0.163408	 0.081704
6.348493	 0.838341	 0.989472	 0.168342	 0.162002	 0.081001
6.356682	 0.838934	 0.989572	 0.167386	 0.161403	 0.080702
6.366997	 0.840798	 0.989884	 0.164396	 0.159523	 0.079761
6.376904	 0.841475	 0.989996	 0.163312	 0.158840	 0.079420
6.386887	 0.843022	 0.990249	 0.160846	 0.157280	 0.078640
6.396950	 0.843022	 0.990249	 0.160846	 0.157280	 0.078640
6.407269	 0.843022	 0.990249	 0.160846	 0.157280	 0.078640
6.416724	 0.846506	 0.990805	 0.155327	 0.153769	 0.076884
6.426788	 0.846506	 0.990805	 0.155327	 0.153769	 0.076884
6.437041	 0.848097	 0.991052	 0.152830	 0.152166	 0.076083
6.447284	 0.848097	 0.991052	 0.152830	 0.152166	 0.076083
6.456781	 0.849980	 0.991339	 0.149892	 0.150270	 0.075135
6.466730	 0.849980	 0.991339	 0.149892	 0.150270	 0.075135
6.478168	 0.851821	 0.991614	 0.147032	 0.148416	 0.074208
6.486871	 0.851821	 0.991614	 0.147032	 0.148416	 0.074208
6.496992	 0.853677	 0.991887	 0.144166	 0.146548	 0.073274
6.507003	 0.853885	 0.991917	 0.143846	 0.146338	 0.073169
6.516976	 0.855603	 0.992163	 0.141213	 0.144609	 0.072305
6.527240	 0.856130	 0.992238	 0.140408	 0.144079	 0.072040
6.536720	 0.856726	 0.992322	 0.139500	 0.143479	 0.071740
6.547812	 0.858446	 0.992561	 0.136888	 0.141750	 0.070875
6.556823	 0.858931	 0.992628	 0.136152	 0.141261	 0.070631
6.566814	 0.860041	 0.992779	 0.134468	 0.140145	 0.070073
6.576792	 0.861387	 0.992960	 0.132443	 0.138792	 0.069396
6.586908	 0.861387	 0.992960	 0.132443	 0.138792	 0.069396
6.596711	 0.863261	 0.993207	 0.129641	 0.136908	 0.068454
6.606955	 0.864732	 0.993397	 0.127453	 0.135429	 0.067714
6.616698	 0.864969	 0.993427	 0.127103	 0.135191	 0.067596
6.626696	 0.866399	 0.993608	 0.124993	 0.133754	 0.066877
6.636720	 0.866413	 0.993610	 0.124972	 0.133740	 0.066870
6.646693	 0.868247	 0.993838	 0.122281	 0.131897	 0.065949
6.656746	 0.868247	 0.993838	 0.122281	 0.131897	 0.065949
6.666741	 0.870498	 0.994111	 0.118989	 0.129635	 0.064818
6.677527	 0.872514	 0.994349	 0.116058	 0.127611	 0.063805
6.686735	 0.872848	 0.994388	 0.115576	 0.127276	 0.063638
6.696791	 0.875101	 0.994646	 0.112349	 0.125013	 0.062507
6.706815	 0.875115	 0.994647	 0.112329	 0.124999	 0.062500
6.717007	 0.876966	 0.994854	 0.109702	 0.123142	 0.061571
6.728187	 0.878344	 0.995004	 0.107757	 0.121759	 0.060879
6.736730	 0.879193	 0.995095	 0.106562	 0.120907	 0.060453
6.747199	 0.879193	 0.995095	 0.106562	 0.120907	 0.060453
6.757273	 0.881588	 0.995347	 0.103214	 0.118504	 0.059252
6.767311	 0.881588	 0.995347	 0.103214	 0.118504	 0.059252
6.777059	 0.881588	 0.995347	 0.103214	 0.118504	 0.059252
6.786779	 0.881588	 0.995347	 0.103214	 0.118504	 0.059252
6.797107	 0.886240	 0.995814	 0.096780	 0.113837	 0.056918
6.806806	 0.886839	 0.995872	 0.095959	 0.113236	 0.056618
6.817026	 0.888261	 0.996008	 0.094044	 0.111810	 0.055905
6.827089	 0.888303	 0.996012	 0.093988	 0.111768	 0.055884
6.836717	 0.888303	 0.996012	 0.093988	 0.111768	 0.055884
6.846669	 0.890268	 0.996194	 0.091360	 0.109798	 0.054899
6.856876	 0.890268	 0.996194	 0.091360	 0.109798	 0.054899
6.866710	 0.892011	 0.996352	 0.089044	 0.108050	 0.054025
6.877278	 0.893587	 0.996491	 0.086964	 0.106471	 0.053235
6.886719	 0.893880	 0.996517	 0.086580	 0.106177	 0.053089
6.896691	 0.895345	 0.996642	 0.084673	 0.104709	 0.052355
6.907175	 0.897228	 0.996800	 0.082231	 0.102822	 0.051411
6.916971	 0.897521	 0.996824	 0.081853	 0.102528	 0.051264
6.926745	 0.899237	 0.996963	 0.079660	 0.100808	 0.050404
6.936699	 0.899251	 0.996964	 0.079642	 0.100794	 0.050397
6.946689	 0.901080	 0.997108	 0.077325	 0.098963	 0.049481
