x(i)	y(i)	theta(i)
0.702104	0.160278	1.799534
0.701376	0.163482	1.788530
0.700688	0.166678	1.777257
0.700040	0.169865	1.765715
0.699431	0.173044	1.753902
0.698864	0.176215	1.741820
0.698338	0.179379	1.729468
0.697853	0.182534	1.716847
0.697411	0.185682	1.703959
0.697011	0.188822	1.690805
0.696654	0.191956	1.677387
0.696341	0.195082	1.663709
0.696072	0.198200	1.649774
0.695848	0.201313	1.635586
0.695669	0.204418	1.621150
0.695536	0.207517	1.606472
0.695448	0.210609	1.591556
0.695408	0.213695	1.576411
0.695414	0.216775	1.561043
0.695468	0.219848	1.545460
0.695570	0.222916	1.529673
0.695720	0.225978	1.513689
0.695920	0.229035	1.497519
0.696169	0.232086	1.481174
0.696468	0.235131	1.464665
0.696817	0.238172	1.448004
0.697218	0.241207	1.431204
0.697670	0.244238	1.414278
0.698174	0.247264	1.397240
0.698730	0.250285	1.380102
0.699339	0.253302	1.362881
0.700002	0.256314	1.345590
0.700719	0.259322	1.328244
0.701490	0.262326	1.310858
0.702316	0.265327	1.293448
0.703197	0.268323	1.276028
0.704134	0.271316	1.258614
0.705128	0.274305	1.241221
0.706178	0.277292	1.223864
0.707286	0.280274	1.206557
0.708452	0.283254	1.189315
0.709676	0.286231	1.172151
0.710959	0.289205	1.155080
0.712301	0.292177	1.138115
0.713702	0.295146	1.121268
0.715165	0.298112	1.104551
0.716687	0.301077	1.087976
0.718271	0.304039	1.071554
0.719917	0.306999	1.055294
0.721625	0.309958	1.039207
0.723396	0.312915	1.023301
0.725230	0.315871	1.007585
0.727128	0.318825	0.992066
0.729090	0.321778	0.976751
0.731116	0.324730	0.961645
0.733208	0.327681	0.946756
0.735365	0.330631	0.932086
0.737589	0.333580	0.917641
0.739879	0.336529	0.903424
0.742236	0.339478	0.889438
0.744661	0.342426	0.875711
0.747153	0.345375	0.862752
0.749708	0.348323	0.850717
0.752324	0.351271	0.839563
0.754998	0.354220	0.829249
0.757725	0.357169	0.819738
0.760503	0.360118	0.810995
0.763329	0.363068	0.802988
0.766198	0.366019	0.795689
0.769109	0.368970	0.789071
0.772057	0.371922	0.783111
0.775040	0.374875	0.777788
0.778054	0.377829	0.773081
0.781095	0.380784	0.768975
0.784161	0.383740	0.765455
0.787249	0.386698	0.762508
0.790354	0.389657	0.760123
0.793474	0.392617	0.758292
0.796606	0.395579	0.757007
0.799745	0.398543	0.756264
0.802890	0.401509	0.756058
0.806036	0.404477	0.756389
0.809181	0.407446	0.757257
0.812321	0.410418	0.758662
0.815453	0.413392	0.760608
0.818573	0.416368	0.763102
0.821678	0.419347	0.766149
0.824766	0.422328	0.769758
0.827832	0.425312	0.773940
0.830873	0.428299	0.778708
0.833887	0.431288	0.784075
0.836870	0.434281	0.790058
0.839818	0.437276	0.796676
0.842729	0.440275	0.803949
0.845599	0.443276	0.811900
0.848425	0.446281	0.820553
0.851203	0.449290	0.829937
0.853930	0.452302	0.840081
0.856604	0.455318	0.851017
0.859220	0.458337	0.862781
0.861776	0.461360	0.875410
0.864268	0.464388	0.888944
0.866692	0.467419	0.903428
0.869047	0.470454	0.918906
0.871328	0.473494	0.935426
0.873532	0.476538	0.953040
0.875655	0.479586	0.971800
0.877696	0.482639	0.991761
0.879649	0.485697	1.012979
0.881513	0.488759	1.035511
0.883283	0.491826	1.059412
0.884957	0.494898	1.084738
0.886531	0.497975	1.111541
0.888002	0.501058	1.139870
0.889366	0.504145	1.169766
