x(i)	y(i)	theta(i)
0.707517	0.210387	2.159401
0.705531	0.213449	2.132606
0.703666	0.216504	2.105124
0.701919	0.219553	2.076979
0.700288	0.222597	2.048200
0.698773	0.225634	2.018823
0.697371	0.228665	1.988893
0.696081	0.231690	1.958456
0.694902	0.234710	1.927567
0.693832	0.237724	1.896288
0.692869	0.240733	1.864683
0.692012	0.243736	1.832822
0.691259	0.246735	1.800778
0.690608	0.249728	1.768629
0.690059	0.252715	1.736452
0.689610	0.255698	1.704327
0.689258	0.258677	1.672331
0.689003	0.261650	1.640543
0.688842	0.264619	1.609037
0.688775	0.267583	1.577885
0.688800	0.270543	1.547154
0.688915	0.273498	1.516906
0.689118	0.276449	1.487199
0.689408	0.279396	1.458083
0.689784	0.282339	1.429605
0.690244	0.285279	1.401802
0.690786	0.288214	1.374707
0.691409	0.291146	1.348348
0.692111	0.294074	1.322746
0.692890	0.296998	1.297915
0.693746	0.299919	1.273866
0.694677	0.302837	1.250606
0.695680	0.305752	1.228136
0.696754	0.308663	1.206454
0.697899	0.311572	1.185555
0.699111	0.314477	1.165430
0.700391	0.317380	1.146069
0.701735	0.320280	1.127460
0.703143	0.323178	1.109588
0.704614	0.326073	1.092437
0.706144	0.328966	1.075993
0.707733	0.331856	1.060236
0.709380	0.334744	1.045150
0.711083	0.337631	1.030716
0.712839	0.340515	1.016916
0.714649	0.343397	1.003732
0.716509	0.346278	0.991147
0.718419	0.349157	0.979141
0.720376	0.352035	0.967699
0.722381	0.354911	0.956802
0.724429	0.357785	0.946436
0.726522	0.360659	0.936583
0.728655	0.363531	0.927228
0.730829	0.366402	0.918357
0.733042	0.369273	0.909956
0.735291	0.372142	0.902011
0.737576	0.375011	0.894510
0.739895	0.377879	0.887439
0.742246	0.380747	0.880789
0.744628	0.383614	0.874547
0.747039	0.386481	0.868703
0.749477	0.389348	0.863249
0.751942	0.392214	0.858174
0.754431	0.395081	0.853468
0.756943	0.397948	0.849120
0.759476	0.400815	0.845124
0.762029	0.403682	0.841472
0.764600	0.406549	0.838159
0.767188	0.409417	0.835178
0.769791	0.412285	0.832526
0.772408	0.415154	0.830196
0.775036	0.418023	0.828186
0.777675	0.420893	0.826492
0.780323	0.423763	0.825111
0.782978	0.426635	0.824040
0.785638	0.429507	0.823278
0.788303	0.432380	0.822822
0.790971	0.435255	0.822672
0.793639	0.438130	0.822827
0.796307	0.441007	0.823287
0.798973	0.443885	0.824053
0.801635	0.446764	0.825124
0.804292	0.449645	0.826504
0.806942	0.452527	0.828192
0.809583	0.455410	0.830192
0.812215	0.458296	0.832506
0.814835	0.461183	0.835138
0.817442	0.464071	0.838091
0.820035	0.466962	0.841369
0.822611	0.469854	0.844977
0.825170	0.472749	0.848921
0.827709	0.475645	0.853205
0.830227	0.478544	0.857837
0.832723	0.481445	0.862822
0.835195	0.484348	0.868169
0.837642	0.487254	0.873884
0.840061	0.490162	0.879977
0.842452	0.493073	0.886456
0.844812	0.495986	0.893331
0.847140	0.498902	0.900612
0.849435	0.501820	0.908309
0.851695	0.504741	0.916434
0.853919	0.507666	0.924999
0.856105	0.510593	0.934015
0.858250	0.513523	0.943496
0.860355	0.516456	0.953454
0.862417	0.519393	0.963905
0.864434	0.522333	0.974862
0.866406	0.525276	0.986340
0.868330	0.528222	0.998355
0.870205	0.531172	1.010921
0.872030	0.534126	1.024055
0.873802	0.537083	1.037773
0.875521	0.540044	1.052090
0.877184	0.543009	1.067023
0.878791	0.545977	1.082588
0.880339	0.548950	1.098800
0.881827	0.551926	1.115673
0.883254	0.554907	1.133223
0.884617	0.557891	1.151462
0.885916	0.560880	1.170403
0.887149	0.563873	1.190055
0.888314	0.566871	1.210068
0.889413	0.569873	1.229514
0.890449	0.572879	1.248306
0.891424	0.575890	1.266405
0.892342	0.578904	1.283775
0.893206	0.581924	1.300383
0.894018	0.584947	1.316199
0.894782	0.587975	1.331198
0.895500	0.591007	1.345357
0.896175	0.594043	1.358657
0.896810	0.597083	1.371080
0.897407	0.600128	1.382613
0.897971	0.603177	1.393245
0.898503	0.606229	1.402965
0.899007	0.609286	1.411768
0.899485	0.612347	1.419646
0.899941	0.615413	1.426597
0.900377	0.618482	1.432618
0.900796	0.621555	1.437707
0.901201	0.624632	1.441863
0.901596	0.627714	1.445088
0.901982	0.630799	1.447383
0.902363	0.633888	1.448750
0.902741	0.636981	1.449190
0.903120	0.640078	1.448709
0.903502	0.643179	1.447309
0.903891	0.646284	1.444994
0.904289	0.649393	1.441770
0.904699	0.652505	1.437643
0.905125	0.655622	1.432618
0.905568	0.658742	1.426704
0.906032	0.661866	1.419907
0.906519	0.664994	1.412237
0.907033	0.668125	1.403705
0.907577	0.671260	1.394322
0.908153	0.674399	1.384100
0.908765	0.677542	1.373056
0.909414	0.680688	1.361204
0.910105	0.683838	1.348563
0.910840	0.686992	1.335153
0.911621	0.690149	1.320998
0.912452	0.693310	1.306121
0.913336	0.696474	1.291045
0.914270	0.699642	1.277111
0.915252	0.702813	1.264368
0.916277	0.705988	1.252790
0.917342	0.709167	1.242351
0.918443	0.712348	1.233027
0.919577	0.715534	1.224796
0.920740	0.718723	1.217636
0.921928	0.721915	1.211529
0.923138	0.725110	1.206457
0.924365	0.728309	1.202406
0.925608	0.731512	1.199363
0.926860	0.734717	1.197319
0.928120	0.737926	1.196264
0.929383	0.741138	1.196194
0.930646	0.744354	1.197106
0.931905	0.747573	1.198999
0.933156	0.750795	1.201873
0.934396	0.754020	1.205733
0.935622	0.757248	1.210585
0.936828	0.760480	1.216436
0.938013	0.763715	1.223296
0.939171	0.766953	1.231177
0.940301	0.770194	1.240092
0.941397	0.773438	1.250056
0.942456	0.776685	1.261085
0.943475	0.779935	1.273195
0.944449	0.783188	1.286405
0.945376	0.786445	1.300732
0.946252	0.789704	1.316194
0.947072	0.792966	1.332808
0.947834	0.796232	1.350589
0.948534	0.799500	1.369551
0.949167	0.802771	1.389705
0.949732	0.806045	1.410006
0.950231	0.809322	1.428915
0.950670	0.812602	1.446385
0.951053	0.815884	1.462389
0.951387	0.819170	1.476907
0.951674	0.822458	1.489922
0.951921	0.825749	1.501424
0.952133	0.829043	1.511407
0.952315	0.832339	1.519865
0.952471	0.835639	1.526798
0.952607	0.838941	1.532205
0.952728	0.842245	1.536089
0.952839	0.845553	1.538451
0.952944	0.848862	1.539295
0.953048	0.852175	1.539321
0.953152	0.855490	1.539561
0.953255	0.858808	1.540026
0.953356	0.862129	1.540714
0.953455	0.865451	1.541625
0.953550	0.868777	1.542757
0.953641	0.872105	1.544112
0.953728	0.875435	1.545688
0.953808	0.878768	1.547486
0.953883	0.882104	1.549503
0.953950	0.885442	1.551741
0.954010	0.888782	1.554199
0.954061	0.892125	1.556876
0.954103	0.895470	1.559772
0.954134	0.898818	1.562887
0.954155	0.902167	1.566219
0.954165	0.905520	1.569769
0.954162	0.908874	1.573537
0.954146	0.912231	1.577521
0.954117	0.915590	1.581721
0.954073	0.918952	1.586136
0.954013	0.922315	1.590767
0.953938	0.925681	1.595612
0.953846	0.929049	1.600670
0.953736	0.932419	1.605942
0.953608	0.935792	1.611425
0.953462	0.939167	1.617119
0.953295	0.942543	1.623023
0.953108	0.945922	1.629136
0.952900	0.949303	1.635457
0.952670	0.952686	1.641985
0.952417	0.956071	1.648717
0.952141	0.959459	1.655653
0.951841	0.962848	1.662791
0.951515	0.966239	1.670129
0.951164	0.969632	1.677665
0.950787	0.973028	1.685397
0.950382	0.976425	1.693324
0.949950	0.979824	1.701442
0.949488	0.983225	1.709749
0.948998	0.986628	1.718242
0.948477	0.990033	1.726919
0.947925	0.993439	1.735776
0.947342	0.996848	1.744811
0.946726	1.000258	1.754019
0.946078	1.003671	1.763398
0.945395	1.007085	1.772943
0.944678	1.010500	1.782650
0.943925	1.013918	1.792516
0.943136	1.017337	1.802535
0.942310	1.020758	1.812704
0.941447	1.024181	1.823017
0.940546	1.027606	1.833470
0.939605	1.031032	1.844057
0.938624	1.034459	1.854773
0.937603	1.037889	1.865612
0.936541	1.041320	1.876162
0.935441	1.044753	1.885762
0.934305	1.048187	1.894420
0.933138	1.051623	1.902150
0.931942	1.055060	1.908968
0.930721	1.058499	1.914887
0.929478	1.061939	1.919919
0.928216	1.065381	1.924073
0.926940	1.068824	1.927360
0.925652	1.072269	1.929787
0.924355	1.075715	1.931358
0.923054	1.079163	1.932079
0.921750	1.082612	1.931952
0.920449	1.086062	1.930978
0.919152	1.089514	1.929155
0.917864	1.092967	1.926481
0.916587	1.096422	1.922952
0.915325	1.099877	1.918563
0.914082	1.103335	1.913306
0.912861	1.106793	1.907173
0.911664	1.110252	1.900153
0.910496	1.113713	1.892236
0.909360	1.117175	1.883409
0.908259	1.120639	1.873659
0.907197	1.124103	1.862972
0.906176	1.127569	1.851332
0.905200	1.131036	1.838726
0.904273	1.134503	1.825137
0.903398	1.137972	1.810552
0.902578	1.141443	1.794956
0.901817	1.144914	1.778336
0.901117	1.148386	1.760680
0.900483	1.151859	1.741980
0.899917	1.155334	1.722232
0.899422	1.158809	1.702681
0.898993	1.162285	1.684378
0.898627	1.165762	1.667350
0.898318	1.169241	1.651621
0.898062	1.172720	1.637209
0.897854	1.176200	1.624125
0.897689	1.179681	1.612381
0.897562	1.183163	1.601983
0.897470	1.186645	1.592935
0.897406	1.190129	1.585239
0.897368	1.193613	1.578896
0.897348	1.197099	1.573907
0.897344	1.200585	1.570270
0.897351	1.204071	1.567985
0.897363	1.207559	1.566349
0.897382	1.211047	1.564770
0.897405	1.214536	1.563249
0.897434	1.218026	1.561786
0.897468	1.221516	1.560380
0.897507	1.225007	1.559031
0.897550	1.228499	1.557740
0.897598	1.231991	1.556506
0.897650	1.235484	1.555329
0.897706	1.238977	1.554209
0.897766	1.242471	1.553146
0.897829	1.245966	1.552140
0.897896	1.249461	1.551192
0.897966	1.252957	1.550300
0.898039	1.256453	1.549465
0.898115	1.259949	1.548687
0.898194	1.263447	1.547966
0.898275	1.266944	1.547301
0.898358	1.270442	1.546694
0.898444	1.273940	1.546143
0.898531	1.277439	1.545649
0.898620	1.280938	1.545211
0.898710	1.284438	1.544830
0.898801	1.287938	1.544506
0.898894	1.291438	1.544238
0.898987	1.294938	1.544027
0.899081	1.298439	1.543872
0.899176	1.301940	1.543774
0.899270	1.305441	1.543732
0.899365	1.308943	1.543747
0.899460	1.312444	1.543819
0.899554	1.315946	1.543946
0.899648	1.319448	1.544131
0.899741	1.322951	1.544371
0.899833	1.326453	1.544668
0.899924	1.329955	1.545022
0.900013	1.333458	1.545432
0.900101	1.336961	1.545899
0.900188	1.340463	1.546422
0.900272	1.343966	1.547001
0.900354	1.347469	1.547637
0.900434	1.350972	1.548330
0.900512	1.354475	1.549079
0.900587	1.357978	1.549885
0.900658	1.361480	1.550747
0.900727	1.364983	1.551666
0.900792	1.368486	1.552641
0.900854	1.371988	1.553673
0.900912	1.375491	1.554762
0.900966	1.378993	1.555907
0.901016	1.382495	1.557109
0.901062	1.385997	1.558368
0.901103	1.389499	1.559683
0.901140	1.393000	1.561056
0.901172	1.396502	1.562485
0.901198	1.400003	1.563971
0.901219	1.403504	1.565514
0.901235	1.407004	1.567114
0.901245	1.410505	1.568770
0.901249	1.414005	1.570484
0.901247	1.417504	1.572255
0.901239	1.421004	1.574083
0.901224	1.424503	1.575968
0.901203	1.428001	1.577910
0.901174	1.431499	1.579909
0.901139	1.434997	1.581966
0.901096	1.438494	1.584079
0.901046	1.441991	1.586250
0.900988	1.445488	1.588478
0.900922	1.448983	1.590764
0.900848	1.452479	1.593106
0.900766	1.455974	1.595506
0.900675	1.459468	1.597964
0.900576	1.462962	1.600478
0.900468	1.466455	1.603050
0.900351	1.469947	1.605680
0.900224	1.473439	1.608367
0.900088	1.476931	1.611111
0.899942	1.480421	1.613912
0.899787	1.483911	1.616771
0.899621	1.487401	1.619688
0.899445	1.490889	1.622661
0.899259	1.494377	1.625692
0.899062	1.497864	1.628780
