t	x(t)	y(t)	theta(t)	v(t)	gamma(t)	efa
0.000342	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.000711	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.011327	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.020985	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.030805	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.041500	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.051251	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.061037	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.070832	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.080955	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.090889	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.102267	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.110868	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.120809	0.696760	0.154832	1.603453	0.250000	-0.634836	-0.017199
0.130794	0.696887	0.153995	1.602798	0.250000	-0.616804	-0.015695
0.141049	0.696887	0.153995	1.602798	0.250000	-0.616804	-0.015695
0.150819	0.696887	0.153995	1.602798	0.250000	-0.616804	-0.015695
0.160792	0.696887	0.153995	1.602798	0.250000	-0.616804	-0.015695
0.171409	0.696887	0.153995	1.602798	0.250000	-0.616804	-0.015695
0.181222	0.696887	0.153995	1.602798	0.250000	-0.616804	-0.015695
0.190871	0.696887	0.153995	1.602798	0.250000	-0.616804	-0.015695
0.201602	0.696887	0.153995	1.602798	0.250000	-0.616804	-0.015695
0.211359	0.696887	0.153995	1.602798	0.250000	-0.616804	-0.015695
0.221066	0.696887	0.153995	1.602798	0.250000	-0.616804	-0.015695
0.230893	0.696887	0.153995	1.602798	0.250000	-0.616804	-0.015695
0.241419	0.695789	0.152873	1.592189	0.250000	-0.603345	-0.015449
0.251399	0.695789	0.152873	1.592189	0.250000	-0.603345	-0.015449
0.261151	0.695789	0.152873	1.592189	0.250000	-0.603345	-0.015449
0.272061	0.695789	0.152873	1.592189	0.250000	-0.603345	-0.015449
0.280831	0.695789	0.152873	1.592189	0.250000	-0.603345	-0.015449
0.290843	0.695789	0.152873	1.592189	0.250000	-0.603345	-0.015449
0.300880	0.695789	0.152873	1.592189	0.250000	-0.603345	-0.015449
0.310867	0.695753	0.158529	1.573390	0.250000	-0.602718	-0.015544
0.320808	0.695753	0.158529	1.573390	0.250000	-0.602718	-0.015544
0.330829	0.695753	0.158529	1.573390	0.250000	-0.602718	-0.015544
0.340932	0.695753	0.158529	1.573390	0.250000	-0.602718	-0.015544
0.350927	0.695753	0.158529	1.573390	0.250000	-0.602718	-0.015544
0.360806	0.695753	0.158529	1.573390	0.250000	-0.602718	-0.015544
0.370857	0.695357	0.169126	1.541842	0.250000	-0.627733	-0.016065
0.381189	0.695357	0.169126	1.541842	0.250000	-0.627733	-0.016065
0.390870	0.695357	0.169126	1.541842	0.250000	-0.627733	-0.016065
0.400793	0.695357	0.169126	1.541842	0.250000	-0.627733	-0.016065
0.410834	0.695357	0.169126	1.541842	0.250000	-0.627733	-0.016065
0.420866	0.695357	0.169126	1.541842	0.250000	-0.627733	-0.016065
0.430860	0.695357	0.169126	1.541842	0.250000	-0.627733	-0.016065
0.441699	0.695357	0.169126	1.541842	0.250000	-0.627733	-0.016065
0.451467	0.695357	0.169126	1.541842	0.250000	-0.627733	-0.016065
0.461213	0.695357	0.169126	1.541842	0.250000	-0.627733	-0.016065
0.470945	0.696972	0.183333	1.508471	0.250000	-0.667263	-0.016719
0.481714	0.696972	0.183333	1.508471	0.250000	-0.667263	-0.016719
0.491503	0.696972	0.183333	1.508471	0.250000	-0.667263	-0.016719
0.501212	0.696972	0.183333	1.508471	0.250000	-0.667263	-0.016719
0.511008	0.696972	0.183333	1.508471	0.250000	-0.667263	-0.016719
0.520845	0.696972	0.183333	1.508471	0.250000	-0.667263	-0.016719
0.530789	0.696972	0.183333	1.508471	0.250000	-0.667263	-0.016719
0.541234	0.697644	0.199028	1.470321	0.250000	-0.717452	-0.018975
0.550999	0.697644	0.199028	1.470321	0.250000	-0.717452	-0.018975
0.560765	0.697644	0.199028	1.470321	0.250000	-0.717452	-0.018975
0.571495	0.697644	0.199028	1.470321	0.250000	-0.717452	-0.018975
0.580839	0.697644	0.199028	1.470321	0.250000	-0.717452	-0.018975
0.590916	0.697644	0.199028	1.470321	0.250000	-0.717452	-0.018975
0.600781	0.699217	0.214454	1.438016	0.250000	-0.781435	-0.022263
0.612580	0.699217	0.214454	1.438016	0.250000	-0.781435	-0.022263
0.621295	0.699217	0.214454	1.438016	0.250000	-0.781435	-0.022263
0.631051	0.699217	0.214454	1.438016	0.250000	-0.781435	-0.022263
0.640831	0.699217	0.214454	1.438016	0.250000	-0.781435	-0.022263
0.651542	0.699217	0.214454	1.438016	0.250000	-0.781435	-0.022263
0.661270	0.699217	0.214454	1.438016	0.250000	-0.781435	-0.022263
0.672048	0.700266	0.231360	1.402932	0.250000	-0.855450	-0.027179
0.680851	0.700266	0.231360	1.402932	0.250000	-0.855450	-0.027179
0.690848	0.700266	0.231360	1.402932	0.250000	-0.855450	-0.027179
0.701069	0.700266	0.231360	1.402932	0.250000	-0.855450	-0.027179
0.710911	0.700266	0.231360	1.402932	0.250000	-0.855450	-0.027179
0.720853	0.700266	0.231360	1.402932	0.250000	-0.855450	-0.027179
0.730881	0.700266	0.231360	1.402932	0.250000	-0.855450	-0.027179
0.742445	0.700266	0.231360	1.402932	0.250000	-0.855450	-0.027179
0.751067	0.700266	0.231360	1.402932	0.250000	-0.855450	-0.027179
0.760941	0.703448	0.246355	1.377377	0.250000	-0.923905	-0.031964
0.770908	0.703448	0.246355	1.377377	0.250000	-0.923905	-0.031964
0.780830	0.703448	0.246355	1.377377	0.250000	-0.923905	-0.031964
0.791087	0.703448	0.246355	1.377377	0.250000	-0.923905	-0.031964
0.800863	0.703448	0.246355	1.377377	0.250000	-0.923905	-0.031964
0.811625	0.703448	0.246355	1.377377	0.250000	-0.923905	-0.031964
0.821362	0.707129	0.259774	1.341308	0.250000	-0.926324	-0.033353
0.831144	0.707129	0.259774	1.341308	0.250000	-0.926324	-0.033353
0.840890	0.707129	0.259774	1.341308	0.250000	-0.926324	-0.033353
0.851639	0.707129	0.259774	1.341308	0.250000	-0.926324	-0.033353
0.860734	0.707129	0.259774	1.341308	0.250000	-0.926324	-0.033353
0.870843	0.707129	0.259774	1.341308	0.250000	-0.926324	-0.033353
0.880945	0.707129	0.259774	1.341308	0.250000	-0.926324	-0.033353
0.891733	0.707129	0.259774	1.341308	0.250000	-0.926324	-0.033353
0.901477	0.707129	0.259774	1.341308	0.250000	-0.926324	-0.033353
0.911139	0.707129	0.259774	1.341308	0.250000	-0.926324	-0.033353
