x(i)	y(i)	theta(i)
0.645995	0.280213	0.451840
0.650440	0.282388	0.458193
0.654810	0.284561	0.464742
0.659105	0.286732	0.471494
0.663325	0.288902	0.478458
0.667469	0.291070	0.485643
0.671539	0.293237	0.493059
0.675532	0.295403	0.500715
0.679451	0.297567	0.508623
0.683293	0.299730	0.516793
0.687060	0.301891	0.525237
0.690750	0.304052	0.533967
0.694365	0.306210	0.542996
0.697903	0.308368	0.552339
0.701364	0.310525	0.562008
0.704749	0.312680	0.572020
0.708058	0.314834	0.582390
0.711289	0.316987	0.593134
0.714443	0.319139	0.604271
0.717521	0.321289	0.615819
0.720521	0.323439	0.627797
0.723443	0.325588	0.640224
0.726288	0.327735	0.653124
0.729056	0.329882	0.666516
0.731745	0.332028	0.680426
0.734357	0.334172	0.694876
0.736890	0.336316	0.709891
0.739345	0.338459	0.725499
0.741722	0.340601	0.741724
0.744020	0.342743	0.758596
0.746239	0.344883	0.776143
0.748380	0.347023	0.794392
0.750442	0.349162	0.813375
0.752424	0.351300	0.833120
0.754328	0.353438	0.853656
0.756152	0.355575	0.875014
0.757896	0.357711	0.897221
0.759561	0.359847	0.920305
0.761146	0.361982	0.944292
0.762651	0.364116	0.969205
0.764076	0.366250	0.995066
0.765421	0.368384	1.021891
0.766685	0.370517	1.049693
0.767869	0.372649	1.078480
0.768973	0.374781	1.108254
0.769995	0.376913	1.139010
0.770937	0.379044	1.170734
0.771798	0.381175	1.203404
0.772577	0.383306	1.236990
0.773275	0.385436	1.271450
0.773892	0.387566	1.306732
0.774427	0.389696	1.342773
0.774880	0.391826	1.379500
0.775252	0.393955	1.416830
0.775541	0.396085	1.454669
0.775749	0.398214	1.492916
0.775874	0.400343	1.531464
0.775916	0.402472	1.570197
0.775876	0.404601	1.608999
0.775753	0.406730	1.647741
0.775548	0.408859	1.685847
0.775262	0.410988	1.722985
0.774896	0.413117	1.759074
0.774451	0.415246	1.794052
0.773929	0.417375	1.827871
0.773332	0.419504	1.860496
0.772660	0.421633	1.891906
0.771916	0.423763	1.922093
0.771100	0.425893	1.951058
0.770213	0.428023	1.978811
0.769258	0.430153	2.005369
0.768236	0.432284	2.030755
0.767148	0.434415	2.055000
0.765995	0.436546	2.078133
0.764779	0.438678	2.100192
0.763501	0.440810	2.121211
0.762162	0.442942	2.141230
0.760764	0.445075	2.160286
0.759309	0.447209	2.178418
0.757797	0.449343	2.195665
0.756231	0.451477	2.212064
0.754611	0.453612	2.227651
0.752938	0.455748	2.242461
0.751215	0.457884	2.256530
0.749443	0.460021	2.269889
0.747622	0.462158	2.282571
0.745755	0.464296	2.294604
0.743842	0.466435	2.306018
0.741886	0.468575	2.316839
0.739887	0.470715	2.327092
0.737847	0.472856	2.336803
0.735767	0.474998	2.345994
0.733649	0.477141	2.354685
0.731494	0.479285	2.362897
0.729304	0.481430	2.370650
0.727079	0.483575	2.377960
0.724821	0.485722	2.384845
0.722532	0.487869	2.391319
0.720212	0.490018	2.397398
0.717865	0.492167	2.403095
0.715489	0.494318	2.408422
0.713088	0.496470	2.413391
0.710662	0.498622	2.418013
0.708214	0.500776	2.422298
0.705743	0.502931	2.426255
0.703252	0.505088	2.429893
0.700742	0.507245	2.433219
0.698214	0.509404	2.436242
0.695670	0.511564	2.438966
0.693111	0.513725	2.441398
0.690539	0.515888	2.443544
0.687955	0.518052	2.445407
0.685359	0.520217	2.446993
0.682755	0.522384	2.448304
0.680143	0.524552	2.449344
0.677524	0.526722	2.450116
