x(i)	y(i)	theta(i)
0.698534	0.150316	1.259973
0.699778	0.154353	1.283640
0.700915	0.158373	1.307094
0.701946	0.162378	1.330284
0.702876	0.166366	1.353161
0.703708	0.170338	1.375678
0.704444	0.174294	1.397788
0.705089	0.178235	1.419447
0.705645	0.182160	1.440615
0.706115	0.186069	1.461251
0.706504	0.189963	1.481321
0.706814	0.193841	1.500790
0.707048	0.197704	1.519629
0.707210	0.201553	1.537808
0.707302	0.205386	1.555304
0.707329	0.209205	1.572093
0.707294	0.213009	1.588155
0.707199	0.216798	1.603474
0.707047	0.220573	1.618034
0.706843	0.224333	1.631820
0.706590	0.228080	1.644822
0.706290	0.231812	1.657028
0.705947	0.235530	1.668431
0.705564	0.239235	1.679022
0.705145	0.242925	1.688794
0.704692	0.246603	1.697741
0.704209	0.250266	1.705856
0.703699	0.253917	1.713135
0.703165	0.257554	1.719573
0.702612	0.261178	1.725162
0.702041	0.264789	1.729899
0.701456	0.268387	1.733776
0.700861	0.271973	1.736787
0.700258	0.275545	1.738926
0.699651	0.279106	1.740185
0.699043	0.282654	1.740556
0.698438	0.286190	1.740029
0.697838	0.289713	1.738595
0.697247	0.293225	1.736243
0.696668	0.296725	1.732962
0.696105	0.300213	1.728740
0.695560	0.303689	1.723565
0.695037	0.307154	1.717422
0.694540	0.310607	1.710299
0.694070	0.314049	1.702180
0.693632	0.317481	1.693052
0.693229	0.320901	1.682901
0.692865	0.324310	1.671712
0.692541	0.327708	1.659474
0.692262	0.331096	1.646173
0.692031	0.334473	1.631799
0.691852	0.337839	1.616344
0.691726	0.341196	1.599802
0.691658	0.344542	1.582170
0.691651	0.347878	1.563449
0.691708	0.351205	1.544103
0.691828	0.354521	1.524884
0.692012	0.357828	1.505821
0.692258	0.361125	1.486929
0.692565	0.364413	1.468223
0.692933	0.367691	1.449719
0.693362	0.370960	1.431429
0.693849	0.374221	1.413366
0.694395	0.377472	1.395543
0.694999	0.380714	1.377971
0.695659	0.383948	1.360659
0.696376	0.387173	1.343618
0.697148	0.390390	1.326854
0.697975	0.393598	1.310375
0.698855	0.396798	1.294188
0.699789	0.399990	1.278299
0.700775	0.403174	1.262711
0.701813	0.406350	1.247429
0.702901	0.409518	1.232456
0.704040	0.412679	1.217795
0.705227	0.415832	1.203446
0.706463	0.418978	1.189412
0.707747	0.422117	1.175692
0.709078	0.425249	1.162287
0.710455	0.428373	1.149195
0.711877	0.431491	1.136416
0.713344	0.434602	1.123948
0.714855	0.437706	1.111789
0.716409	0.440804	1.099937
0.718005	0.443895	1.088389
0.719643	0.446980	1.077143
0.721322	0.450059	1.066194
0.723041	0.453132	1.055540
0.724799	0.456199	1.045178
0.726595	0.459261	1.035103
0.728429	0.462316	1.025312
0.730301	0.465366	1.015800
0.732208	0.468411	1.006564
0.734151	0.471450	0.997600
0.736128	0.474485	0.988903
0.738139	0.477514	0.980470
0.740184	0.480538	0.972296
0.742260	0.483557	0.964377
0.744369	0.486572	0.956709
0.746508	0.489582	0.949288
