x(i)	y(i)	theta(i)
0.298832	0.250508	-0.098820
0.303004	0.250110	-0.091052
0.307157	0.249747	-0.083243
0.311292	0.249419	-0.075394
0.315409	0.249124	-0.067506
0.319507	0.248863	-0.059580
0.323588	0.248636	-0.051618
0.327650	0.248443	-0.043620
0.331695	0.248282	-0.035588
0.335722	0.248155	-0.027523
0.339731	0.248061	-0.019427
0.343722	0.248000	-0.011301
0.347697	0.247971	-0.003146
0.351654	0.247975	0.005036
0.355594	0.248011	0.013244
0.359517	0.248079	0.021477
0.363422	0.248179	0.029732
0.367312	0.248310	0.038008
0.371184	0.248474	0.046304
0.375040	0.248669	0.054617
0.378880	0.248894	0.062947
0.382703	0.249151	0.071292
0.386510	0.249439	0.079649
0.390301	0.249758	0.088018
0.394075	0.250107	0.096396
0.397835	0.250486	0.104782
0.401578	0.250896	0.113173
0.405306	0.251335	0.121569
0.409018	0.251805	0.129967
0.412715	0.252304	0.138366
0.416396	0.252832	0.146763
0.420062	0.253390	0.155158
0.423714	0.253977	0.163547
0.427350	0.254592	0.171930
0.430972	0.255237	0.180304
0.434579	0.255910	0.188667
0.438171	0.256611	0.197019
0.441749	0.257341	0.205356
0.445313	0.258099	0.213678
0.448862	0.258885	0.221982
0.452398	0.259698	0.230266
0.455919	0.260539	0.238529
0.459426	0.261407	0.246769
0.462920	0.262302	0.254985
0.466400	0.263225	0.263174
0.469867	0.264174	0.271334
0.473320	0.265150	0.279465
0.476760	0.266152	0.287565
0.480187	0.267181	0.295631
0.483601	0.268235	0.303663
0.487002	0.269316	0.311658
0.490390	0.270422	0.319615
0.493765	0.271554	0.327533
0.497128	0.272712	0.335410
0.500478	0.273894	0.343244
0.503816	0.275102	0.351035
0.507142	0.276335	0.358781
0.510456	0.277592	0.366480
0.513758	0.278874	0.374131
0.517048	0.280180	0.381733
0.520326	0.281510	0.389284
0.523592	0.282864	0.396784
0.526847	0.284243	0.404231
0.530091	0.285644	0.411624
0.533323	0.287070	0.418962
0.536544	0.288518	0.426245
0.539755	0.289990	0.433469
0.542954	0.291485	0.440636
0.546142	0.293002	0.447744
0.549320	0.294542	0.454792
0.552487	0.296104	0.461779
0.555644	0.297689	0.468705
0.558790	0.299296	0.475568
0.561926	0.300925	0.482368
0.565052	0.302575	0.489105
0.568169	0.304247	0.495776
0.571275	0.305940	0.502383
0.574371	0.307654	0.508924
0.577458	0.309390	0.515398
0.580535	0.311146	0.521806
0.583603	0.312923	0.528147
0.586662	0.314721	0.534419
0.589711	0.316538	0.540624
0.592752	0.318376	0.546760
0.595783	0.320234	0.552827
0.598806	0.322112	0.558825
0.601820	0.324009	0.564753
0.604826	0.325925	0.570612
0.607823	0.327861	0.576400
0.610811	0.329816	0.582118
0.613792	0.331790	0.587766
0.616764	0.333783	0.593343
0.619728	0.335794	0.598850
0.622685	0.337823	0.604286
0.625634	0.339871	0.609651
0.628575	0.341936	0.614945
0.631508	0.344020	0.620168
0.634435	0.346121	0.625320
0.637353	0.348240	0.630401
0.640265	0.350376	0.635411
0.643170	0.352529	0.640350
0.646068	0.354699	0.645218
0.648959	0.356886	0.650015
0.651843	0.359090	0.654735
0.654720	0.361309	0.659378
0.657592	0.363545	0.663945
0.660457	0.365797	0.668434
0.663315	0.368065	0.672848
0.666168	0.370349	0.677186
0.669014	0.372647	0.681448
0.671855	0.374961	0.685634
0.674690	0.377290	0.689746
0.677519	0.379634	0.693783
0.680343	0.381992	0.697745
0.683161	0.384364	0.701633
0.685974	0.386751	0.705447
0.688782	0.389151	0.709188
0.691585	0.391565	0.712855
0.694383	0.393993	0.716450
0.697176	0.396434	0.719972
0.699965	0.398888	0.723422
0.702749	0.401355	0.726801
0.705528	0.403834	0.730107
0.708303	0.406327	0.733343
0.711074	0.408831	0.736508
0.713840	0.411347	0.739602
0.716603	0.413876	0.742627
0.719362	0.416416	0.745582
0.722117	0.418967	0.748467
0.724868	0.421530	0.751283
0.727616	0.424103	0.754031
0.730361	0.426688	0.756711
0.733102	0.429283	0.759322
0.735840	0.431888	0.761866
0.738575	0.434504	0.764343
0.741307	0.437130	0.766753
0.744036	0.439765	0.769096
0.746763	0.442410	0.771373
0.749487	0.445065	0.773584
0.752208	0.447728	0.775729
0.754927	0.450401	0.777809
0.757644	0.453082	0.779824
0.760359	0.455772	0.781775
0.763072	0.458471	0.783661
0.765783	0.461177	0.785483
0.768492	0.463891	0.787242
0.771199	0.466614	0.788937
0.773905	0.469343	0.790568
0.776610	0.472080	0.792137
0.779313	0.474824	0.793643
0.782015	0.477575	0.795087
0.784716	0.480333	0.796469
0.787416	0.483097	0.797789
0.790116	0.485868	0.799048
0.792814	0.488644	0.800245
0.795512	0.491427	0.801381
0.798210	0.494215	0.802456
0.800907	0.497009	0.803471
0.803604	0.499808	0.804425
0.806301	0.502612	0.805319
0.808997	0.505420	0.806153
0.811694	0.508234	0.806927
0.814391	0.511052	0.807642
0.817089	0.513874	0.808297
0.819787	0.516700	0.808893
0.822485	0.519530	0.809430
0.825185	0.522364	0.809908
0.827885	0.525201	0.810328
0.830586	0.528041	0.810689
0.833288	0.530884	0.810991
0.835991	0.533730	0.811236
0.838696	0.536579	0.811422
0.841402	0.539430	0.811550
0.844109	0.542283	0.811620
0.846818	0.545138	0.811633
0.849529	0.547995	0.811588
0.852242	0.550853	0.811485
0.854957	0.553713	0.811325
0.857674	0.556574	0.811108
0.860393	0.559436	0.810834
0.863114	0.562299	0.810502
0.865838	0.565162	0.810113
0.868564	0.568025	0.809667
0.871294	0.570889	0.809165
0.874026	0.573752	0.808605
0.876761	0.576615	0.807989
0.879499	0.579478	0.807315
0.882240	0.582340	0.806585
0.884984	0.585201	0.805798
0.887732	0.588061	0.804955
0.890483	0.590920	0.804055
0.893238	0.593777	0.803098
0.895997	0.596632	0.802084
0.898760	0.599485	0.801014
0.901527	0.602337	0.799888
0.904297	0.605186	0.798704
0.907072	0.608032	0.797464
0.909852	0.610875	0.796168
0.912635	0.613716	0.794814
0.915424	0.616553	0.793404
0.918217	0.619387	0.791937
0.921015	0.622218	0.790414
0.923818	0.625044	0.788834
0.926625	0.627867	0.787197
0.929438	0.630685	0.785503
0.932257	0.633499	0.783752
0.935080	0.636309	0.781944
0.937910	0.639113	0.780079
0.940744	0.641913	0.778158
0.943585	0.644707	0.776179
0.946432	0.647496	0.774143
0.949284	0.650279	0.772049
0.952143	0.653056	0.769931
0.955007	0.655828	0.767893
0.957877	0.658594	0.765946
0.960752	0.661354	0.764088
0.963633	0.664109	0.762320
0.966518	0.666859	0.760642
0.969407	0.669604	0.759053
0.972299	0.672345	0.757553
0.975196	0.675080	0.756142
0.978096	0.677811	0.754821
0.980998	0.680538	0.753588
0.983903	0.683261	0.752444
0.986811	0.685980	0.751389
0.989720	0.688695	0.750423
