x(i)	y(i)	theta(i)
0.703787	0.163862	2.038340
0.702258	0.166999	2.009895
0.700841	0.170133	1.981016
0.699534	0.173262	1.951752
0.698336	0.176387	1.922155
0.697244	0.179508	1.892284
0.696258	0.182625	1.862198
0.695375	0.185737	1.831961
0.694594	0.188846	1.801639
0.693914	0.191952	1.771300
0.693332	0.195053	1.741010
0.692848	0.198151	1.710838
0.692459	0.201245	1.680850
0.692164	0.204335	1.651110
0.691961	0.207422	1.621682
0.691849	0.210505	1.592622
0.691826	0.213585	1.563988
0.691891	0.216662	1.535829
0.692041	0.219735	1.508191
0.692275	0.222805	1.481116
0.692592	0.225872	1.454639
0.692990	0.228936	1.428793
0.693467	0.231996	1.403604
0.694022	0.235054	1.379093
0.694653	0.238109	1.355276
0.695358	0.241161	1.332167
0.696137	0.244210	1.309774
0.696986	0.247256	1.288102
0.697905	0.250300	1.267152
0.698892	0.253341	1.246923
0.699945	0.256380	1.227410
0.701064	0.259416	1.208608
0.702245	0.262449	1.190508
0.703487	0.265480	1.173100
0.704790	0.268509	1.156372
0.706151	0.271536	1.140312
0.707568	0.274560	1.124907
0.709040	0.277582	1.110142
0.710566	0.280603	1.096003
0.712144	0.283621	1.082475
0.713771	0.286637	1.069544
0.715447	0.289651	1.057193
0.717170	0.292664	1.045409
0.718939	0.295675	1.034177
0.720751	0.298684	1.023482
0.722605	0.301691	1.013310
0.724499	0.304697	1.003648
0.726432	0.307701	0.994482
0.728403	0.310704	0.985800
0.730409	0.313706	0.977589
0.732449	0.316706	0.969838
0.734521	0.319705	0.962535
0.736624	0.322702	0.955670
0.738755	0.325699	0.949233
0.740915	0.328694	0.943214
0.743100	0.331689	0.937604
0.745309	0.334682	0.932396
0.747541	0.337674	0.927581
0.749794	0.340666	0.923152
0.752067	0.343657	0.919071
0.754357	0.346647	0.915284
0.756664	0.349636	0.911787
0.758987	0.352625	0.908576
0.761324	0.355614	0.905648
0.763674	0.358601	0.902998
0.766036	0.361589	0.900624
0.768409	0.364576	0.898523
0.770790	0.367563	0.896693
0.773180	0.370549	0.895131
0.775577	0.373536	0.893836
0.777980	0.376522	0.892806
0.780387	0.379508	0.892040
0.782797	0.382494	0.891537
0.785209	0.385481	0.891296
0.787621	0.388467	0.891317
0.790033	0.391454	0.891600
0.792444	0.394440	0.892145
0.794851	0.397428	0.892953
0.797253	0.400415	0.894025
0.799651	0.403403	0.895362
0.802041	0.406392	0.896965
0.804423	0.409381	0.898836
0.806796	0.412371	0.900978
0.809159	0.415361	0.903392
0.811510	0.418352	0.906082
0.813847	0.421344	0.909050
0.816171	0.424337	0.912300
0.818479	0.427330	0.915835
0.820770	0.430325	0.919660
0.823043	0.433321	0.923779
0.825297	0.436318	0.928196
0.827530	0.439316	0.932916
0.829742	0.442315	0.937945
0.831931	0.445316	0.943288
