x(i)	y(i)	theta(i)
0.247777	0.152963	0.737958
0.251169	0.156052	0.739205
0.254549	0.159137	0.740441
0.257917	0.162218	0.741666
0.261273	0.165296	0.742879
0.264617	0.168371	0.744081
0.267950	0.171443	0.745271
0.271271	0.174512	0.746449
0.274581	0.177577	0.747615
0.277880	0.180639	0.748768
0.281169	0.183699	0.749909
0.284446	0.186755	0.751037
0.287714	0.189809	0.752151
0.290971	0.192859	0.753252
0.294217	0.195907	0.754340
0.297454	0.198952	0.755413
0.300682	0.201995	0.756473
0.303899	0.205035	0.757519
0.307107	0.208072	0.758550
0.310306	0.211107	0.759567
0.313496	0.214139	0.760569
0.316677	0.217169	0.761556
0.319849	0.220196	0.762527
0.323013	0.223221	0.763484
0.326169	0.226244	0.764425
0.329316	0.229265	0.765350
0.332455	0.232284	0.766259
0.335587	0.235300	0.767152
0.338710	0.238314	0.768029
0.341827	0.241327	0.768889
0.344936	0.244337	0.769732
0.348037	0.247346	0.770559
0.351132	0.250353	0.771369
0.354220	0.253358	0.772162
0.357302	0.256361	0.772937
0.360377	0.259363	0.773695
0.363446	0.262363	0.774435
0.366509	0.265362	0.775157
0.369565	0.268359	0.775862
0.372617	0.271354	0.776548
0.375662	0.274348	0.777216
0.378702	0.277341	0.777866
0.381738	0.280333	0.778498
0.384768	0.283323	0.779110
0.387793	0.286312	0.779704
0.390813	0.289300	0.780279
0.393829	0.292287	0.780835
0.396841	0.295273	0.781372
0.399848	0.298258	0.781890
0.402852	0.301242	0.782388
0.405852	0.304225	0.782867
0.408848	0.307208	0.783326
0.411841	0.310189	0.783766
0.414830	0.313170	0.784185
0.417816	0.316151	0.784586
0.420800	0.319130	0.784966
0.423781	0.322110	0.785326
0.426759	0.325088	0.785666
0.429735	0.328067	0.785986
0.432708	0.331045	0.786286
0.435680	0.334022	0.786565
0.438649	0.337000	0.786825
0.441617	0.339977	0.787064
0.444584	0.342954	0.787282
0.447549	0.345931	0.787480
0.450513	0.348908	0.787658
0.453476	0.351885	0.787815
0.456438	0.354861	0.787951
0.459399	0.357838	0.788067
0.462360	0.360816	0.788163
0.465321	0.363793	0.788237
0.468282	0.366771	0.788292
0.471243	0.369749	0.788325
0.474204	0.372727	0.788338
0.477165	0.375706	0.788331
0.480127	0.378686	0.788302
0.483090	0.381665	0.788254
0.486054	0.384646	0.788184
0.489018	0.387627	0.788094
0.491985	0.390609	0.787984
0.494952	0.393592	0.787853
0.497921	0.396575	0.787702
0.500893	0.399559	0.787531
0.503866	0.402545	0.787339
0.506841	0.405531	0.787127
0.509818	0.408518	0.786894
0.512799	0.411506	0.786642
0.515781	0.414496	0.786369
0.518767	0.417486	0.786076
0.521756	0.420478	0.785764
0.524748	0.423472	0.785431
0.527743	0.426466	0.785079
0.530742	0.429462	0.784707
0.533745	0.432459	0.784316
0.536752	0.435458	0.783905
0.539762	0.438459	0.783474
0.542777	0.441461	0.783025
0.545797	0.444465	0.782556
0.548821	0.447470	0.782068
0.551850	0.450478	0.781561
0.554884	0.453487	0.781035
0.557923	0.456498	0.780491
0.560967	0.459511	0.779928
0.564017	0.462526	0.779347
0.567073	0.465543	0.778747
0.570134	0.468562	0.778129
0.573202	0.471583	0.777493
0.576276	0.474607	0.776839
0.579356	0.477633	0.776168
0.582442	0.480661	0.775479
0.585536	0.483691	0.774772
0.588636	0.486724	0.774048
0.591743	0.489759	0.773307
0.594858	0.492797	0.772550
0.597980	0.495838	0.771775
0.601110	0.498881	0.770984
0.604247	0.501927	0.770176
0.607393	0.504976	0.769352
0.610546	0.508027	0.768513
0.613708	0.511081	0.767657
0.616879	0.514139	0.766785
0.620058	0.517199	0.765898
0.623246	0.520262	0.764996
0.626443	0.523328	0.764079
0.629649	0.526398	0.763146
0.632864	0.529470	0.762199
0.636089	0.532546	0.761237
0.639324	0.535625	0.760261
0.642569	0.538708	0.759271
0.645824	0.541793	0.758267
0.649089	0.544883	0.757253
0.652364	0.547976	0.756310
0.655649	0.551072	0.755464
0.658942	0.554172	0.754716
0.662245	0.557276	0.754065
0.665555	0.560383	0.753510
0.668873	0.563494	0.753050
0.672198	0.566609	0.752686
0.675529	0.569728	0.752415
0.678865	0.572851	0.752238
0.682207	0.575978	0.752155
0.685553	0.579109	0.752164
0.688903	0.582244	0.752266
0.692257	0.585383	0.752460
0.695614	0.588526	0.752747
0.698973	0.591674	0.753125
0.702333	0.594825	0.753594
0.705695	0.597982	0.754155
0.709058	0.601142	0.754807
0.712420	0.604307	0.755551
0.715782	0.607477	0.756386
0.719143	0.610651	0.757313
0.722502	0.613830	0.758331
0.725859	0.617014	0.759440
0.729214	0.620202	0.760642
0.732565	0.623395	0.761935
0.735912	0.626593	0.763321
0.739254	0.629796	0.764799
0.742592	0.633004	0.766370
0.745924	0.636217	0.768035
0.749250	0.639435	0.769793
0.752569	0.642658	0.771646
0.755881	0.645886	0.773593
0.759185	0.649120	0.775636
0.762481	0.652358	0.777775
0.765767	0.655603	0.780010
0.769044	0.658852	0.782342
0.772311	0.662107	0.784773
0.775568	0.665367	0.787302
0.778813	0.668633	0.789931
0.782046	0.671905	0.792660
0.785267	0.675182	0.795490
0.788475	0.678465	0.798423
0.791669	0.681754	0.801459
0.794850	0.685048	0.804599
0.798016	0.688349	0.807844
0.801166	0.691655	0.811196
0.804301	0.694967	0.814655
0.807420	0.698286	0.818223
0.810521	0.701610	0.821901
0.813606	0.704941	0.825691
0.816672	0.708278	0.829592
0.819719	0.711621	0.833608
0.822748	0.714970	0.837739
0.825757	0.718326	0.841986
0.828745	0.721688	0.846352
0.831713	0.725057	0.850837
0.834659	0.728432	0.855443
0.837584	0.731813	0.860173
0.840485	0.735202	0.865026
0.843364	0.738597	0.870006
0.846219	0.741998	0.875114
0.849050	0.745407	0.880351
0.851856	0.748822	0.885719
0.854637	0.752245	0.891221
0.857392	0.755674	0.896862
0.860120	0.759110	0.902688
0.862821	0.762553	0.908711
0.865493	0.766004	0.914935
0.868136	0.769461	0.921362
0.870749	0.772926	0.927997
0.873331	0.776398	0.934843
0.875881	0.779878	0.941902
0.878398	0.783365	0.949180
0.880881	0.786859	0.956680
0.883330	0.790361	0.964405
0.885743	0.793870	0.972359
0.888121	0.797387	0.980546
0.890460	0.800911	0.988970
0.892762	0.804443	0.997635
0.895025	0.807983	1.006545
0.897247	0.811531	1.015703
0.899429	0.815087	1.025114
0.901570	0.818650	1.034782
0.903668	0.822222	1.044710
0.905722	0.825802	1.054901
0.907732	0.829389	1.065361
0.909697	0.832985	1.076092
0.911616	0.836589	1.087097
0.913487	0.840201	1.098381
0.915311	0.843822	1.109946
0.917087	0.847451	1.121794
0.918812	0.851088	1.133929
0.920487	0.854734	1.146354
0.922111	0.858388	1.159069
0.923682	0.862051	1.172077
0.925200	0.865722	1.185379
0.926664	0.869402	1.198977
0.928074	0.873091	1.212512
0.929431	0.876789	1.225597
0.930737	0.880495	1.238217
0.931995	0.884211	1.250356
0.933207	0.887935	1.262003
0.934375	0.891668	1.273144
0.935501	0.895411	1.283769
0.936588	0.899162	1.293870
0.937637	0.902923	1.303438
0.938651	0.906693	1.312467
0.939632	0.910472	1.320950
0.940583	0.914260	1.328944
0.941504	0.918058	1.336787
0.942396	0.921865	1.344529
0.943259	0.925681	1.352169
0.944094	0.929507	1.359707
0.944901	0.933341	1.367140
0.945680	0.937185	1.374470
0.946431	0.941038	1.381694
0.947156	0.944900	1.388813
0.947854	0.948770	1.395825
0.948526	0.952650	1.402732
0.949173	0.956538	1.409531
0.949793	0.960435	1.416223
0.950389	0.964341	1.422807
0.950959	0.968256	1.429284
0.951505	0.972179	1.435653
0.952027	0.976111	1.441914
0.952526	0.980052	1.448067
0.953001	0.984001	1.454111
0.953453	0.987958	1.460048
0.953882	0.991924	1.465877
0.954289	0.995899	1.471598
0.954674	0.999881	1.477211
0.955037	1.003872	1.482717
0.955380	1.007872	1.488116
0.955701	1.011879	1.493408
0.956002	1.015895	1.498593
0.956283	1.019918	1.503671
0.956544	1.023950	1.508644
0.956785	1.027990	1.513511
0.957007	1.032037	1.518273
0.957211	1.036093	1.522930
0.957397	1.040156	1.527483
0.957564	1.044228	1.531931
0.957714	1.048307	1.536277
0.957846	1.052394	1.540519
0.957961	1.056488	1.544659
0.958060	1.060590	1.548696
0.958143	1.064700	1.552633
0.958210	1.068817	1.556468
0.958261	1.072942	1.560203
0.958298	1.077074	1.563838
0.958319	1.081214	1.567374
0.958326	1.085361	1.570811
0.958319	1.089515	1.574150
0.958298	1.093676	1.577391
0.958264	1.097845	1.580535
0.958217	1.102021	1.583582
0.958157	1.106204	1.586534
0.958085	1.110394	1.589390
0.958002	1.114591	1.592151
0.957906	1.118795	1.594818
0.957799	1.123006	1.597391
0.957682	1.127224	1.599871
0.957554	1.131448	1.602259
0.957416	1.135680	1.604554
0.957268	1.139918	1.606757
0.957111	1.144163	1.608870
0.956945	1.148415	1.610892
0.956770	1.152673	1.612824
0.956586	1.156937	1.614666
0.956395	1.161209	1.616419
0.956196	1.165486	1.618084
0.955990	1.169770	1.619661
0.955777	1.174061	1.621150
0.955557	1.178358	1.622552
0.955332	1.182661	1.623867
0.955100	1.186970	1.625096
0.954863	1.191285	1.626240
0.954621	1.195607	1.627298
0.954374	1.199935	1.628271
0.954123	1.204268	1.629159
0.953867	1.208608	1.629964
0.953608	1.212954	1.630685
0.953346	1.217305	1.631322
0.953081	1.221663	1.631877
0.952813	1.226026	1.632349
0.952542	1.230395	1.632739
0.952270	1.234769	1.633046
0.951997	1.239150	1.633273
0.951722	1.243536	1.633418
0.951447	1.247927	1.633482
0.951171	1.252324	1.633466
0.950895	1.256727	1.633369
0.950619	1.261135	1.633193
0.950344	1.265548	1.632937
0.950069	1.269967	1.632601
0.949796	1.274390	1.632186
0.949525	1.278820	1.631692
0.949256	1.283254	1.631120
0.948989	1.287693	1.630469
0.948726	1.292138	1.629740
0.948465	1.296588	1.628933
0.948207	1.301042	1.628049
0.947954	1.305502	1.627086
0.947705	1.309966	1.626047
0.947460	1.314436	1.624930
0.947220	1.318910	1.623737
0.946986	1.323389	1.622466
0.946757	1.327873	1.621119
0.946534	1.332361	1.619696
0.946317	1.336854	1.618196
0.946107	1.341352	1.616620
0.945905	1.345854	1.614969
0.945709	1.350360	1.613241
0.945522	1.354871	1.611438
0.945342	1.359387	1.609560
0.945172	1.363907	1.607606
0.945010	1.368431	1.605577
0.944857	1.372959	1.603473
0.944713	1.377492	1.601293
0.944580	1.382028	1.599039
0.944457	1.386569	1.596711
0.944345	1.391114	1.594308
0.944243	1.395663	1.591830
