x(i)	y(i)	theta(i)
0.703853	0.213838	2.068306
0.702255	0.216888	2.038632
0.700773	0.219934	2.008440
0.699406	0.222975	1.977786
0.698153	0.226011	1.946728
0.697011	0.229043	1.915334
0.695978	0.232070	1.883674
0.695053	0.235093	1.851822
0.694233	0.238112	1.819856
0.693517	0.241127	1.787855
0.692904	0.244138	1.755901
0.692390	0.247145	1.724074
0.691975	0.250147	1.692453
0.691656	0.253146	1.661116
0.691431	0.256141	1.630137
0.691299	0.259132	1.599586
0.691258	0.262120	1.569528
0.691306	0.265103	1.540022
0.691441	0.268084	1.511121
0.691661	0.271060	1.482874
0.691965	0.274033	1.455321
0.692350	0.277003	1.428497
0.692815	0.279969	1.402431
0.693357	0.282932	1.377146
0.693976	0.285892	1.352658
0.694668	0.288849	1.328979
0.695433	0.291802	1.306118
0.696268	0.294753	1.284076
0.697171	0.297700	1.262852
0.698141	0.300645	1.242442
0.699176	0.303586	1.222840
0.700273	0.306525	1.204034
0.701432	0.309461	1.186014
0.702650	0.312395	1.168767
0.703925	0.315326	1.152276
0.705255	0.318254	1.136527
0.706639	0.321180	1.121502
0.708075	0.324103	1.107186
0.709561	0.327024	1.093561
0.711094	0.329943	1.080609
0.712674	0.332859	1.068313
0.714298	0.335774	1.056657
0.715964	0.338686	1.045623
0.717671	0.341596	1.035196
0.719416	0.344504	1.025359
0.721199	0.347410	1.016098
0.723016	0.350315	1.007398
0.724866	0.353217	0.999246
0.726748	0.356118	0.991627
0.728659	0.359017	0.984531
0.730597	0.361915	0.977945
0.732561	0.364811	0.971858
0.734549	0.367705	0.966261
0.736559	0.370598	0.961144
0.738588	0.373490	0.956498
0.740636	0.376380	0.952316
0.742701	0.379269	0.948591
0.744779	0.382157	0.945316
0.746871	0.385044	0.942487
0.748973	0.387930	0.940098
0.751083	0.390815	0.938146
0.753202	0.393699	0.936488
0.755326	0.396582	0.934931
0.757457	0.399464	0.933473
0.759593	0.402345	0.932114
0.761735	0.405226	0.930853
