x(i)	y(i)	theta(i)
0.695222	0.306171	-0.392411
0.700652	0.303998	-0.368785
0.706081	0.301974	-0.344952
0.711506	0.300098	-0.320895
0.716923	0.298370	-0.296595
0.722329	0.296790	-0.272033
0.727720	0.295357	-0.247187
0.733093	0.294073	-0.222038
0.738445	0.292936	-0.196562
0.743773	0.291946	-0.170737
0.749072	0.291103	-0.144540
0.754339	0.290408	-0.117945
0.759572	0.289859	-0.090929
0.764766	0.289457	-0.063466
0.769918	0.289201	-0.035531
0.775026	0.289092	-0.007096
0.780084	0.289129	0.021862
0.785091	0.289312	0.051371
0.790042	0.289641	0.081454
0.794934	0.290116	0.112137
0.799765	0.290736	0.143443
0.804529	0.291502	0.175393
0.809225	0.292413	0.208007
0.813848	0.293469	0.241302
0.818395	0.294670	0.275292
0.822863	0.296015	0.309989
0.827248	0.297506	0.345398
0.831547	0.299141	0.381522
0.835757	0.300920	0.418356
0.839874	0.302843	0.455891
0.843894	0.304910	0.494111
0.847815	0.307121	0.532992
0.851633	0.309476	0.572503
0.855344	0.311974	0.612141
0.858945	0.314609	0.651287
0.862433	0.317376	0.689982
0.865805	0.320269	0.728276
0.869056	0.323281	0.766223
0.872183	0.326407	0.803885
0.875184	0.329639	0.841324
0.878054	0.332973	0.878608
0.880790	0.336401	0.915806
0.883390	0.339919	0.952991
0.885848	0.343519	0.990238
0.888163	0.347195	1.027624
0.890330	0.350942	1.065227
0.892347	0.354753	1.103127
0.894209	0.358623	1.141402
0.895914	0.362544	1.180135
0.897457	0.366511	1.219404
0.898837	0.370518	1.259289
0.900048	0.374558	1.299867
0.901088	0.378626	1.341212
0.901954	0.382715	1.383395
0.902641	0.386819	1.426478
0.903147	0.390932	1.470521
0.903468	0.395048	1.515570
0.903601	0.399161	1.561663
0.903542	0.403265	1.608812
0.903290	0.407353	1.655932
0.902847	0.411420	1.702278
0.902219	0.415460	1.747853
0.901408	0.419469	1.792671
0.900420	0.423440	1.836758
0.899257	0.427367	1.880150
0.897925	0.431246	1.922892
0.896428	0.435070	1.965036
0.894769	0.438835	2.006641
0.892952	0.442534	2.047768
0.890983	0.446163	2.088485
0.888864	0.449714	2.128860
0.886600	0.453184	2.168964
0.884195	0.456566	2.208870
0.881653	0.459855	2.248651
0.878978	0.463045	2.288379
0.876175	0.466131	2.328125
0.873247	0.469107	2.367960
0.870198	0.471968	2.407954
0.867034	0.474708	2.448171
0.863757	0.477321	2.488675
0.860371	0.479802	2.529525
0.856882	0.482146	2.570775
0.853293	0.484347	2.612474
0.849608	0.486399	2.654665
0.845831	0.488296	2.697280
