t	x(t)	y(t)	theta(t)	v(t)	gamma(t)	efa
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.1000	0.0000	0.0000	0.0000	0.1003	-0.2363	-0.0300
0.2000	0.0100	0.0000	-0.0175	0.1355	-0.2349	-0.0300
0.3000	0.0236	-0.0002	-0.0392	0.1669	-0.2160	-0.0299
0.4000	0.0403	-0.0009	-0.0629	0.1893	-0.1924	-0.0297
0.5000	0.0591	-0.0021	-0.0861	0.2059	-0.1663	-0.0297
0.6000	0.0797	-0.0039	-0.1073	0.2182	-0.1402	-0.0296
0.7000	0.1013	-0.0062	-0.1258	0.2272	-0.1156	-0.0293
0.8000	0.1239	-0.0090	-0.1413	0.2339	-0.0932	-0.0291
0.9000	0.1470	-0.0123	-0.1538	0.2388	-0.0731	-0.0288
1.0000	0.1707	-0.0160	-0.1635	0.2425	-0.0553	-0.0285
1.1000	0.1946	-0.0199	-0.1705	0.2452	-0.0398	-0.0282
1.2000	0.2187	-0.0241	-0.1753	0.2471	-0.0264	-0.0278
1.3000	0.2431	-0.0284	-0.1779	0.2486	-0.0144	-0.0275
1.4000	0.2675	-0.0328	-0.1786	0.2497	-0.0038	-0.0271
1.5000	0.2921	-0.0372	-0.1775	0.2505	0.0060	-0.0267
1.6000	0.3168	-0.0417	-0.1748	0.2510	0.0147	-0.0263
1.7000	0.3415	-0.0460	-0.1706	0.2515	0.0227	-0.0259
1.8000	0.3663	-0.0503	-0.1650	0.2518	0.0307	-0.0255
1.9000	0.3911	-0.0544	-0.1580	0.2520	0.0382	-0.0251
2.0000	0.4160	-0.0584	-0.1496	0.2522	0.0454	-0.0247
2.1000	0.4409	-0.0622	-0.1398	0.2523	0.0531	-0.0242
2.2000	0.4659	-0.0657	-0.1286	0.2524	0.0607	-0.0237
2.3000	0.4909	-0.0689	-0.1160	0.2525	0.0684	-0.0233
2.4000	0.5160	-0.0718	-0.1018	0.2525	0.0770	-0.0228
2.5000	0.5411	-0.0744	-0.0857	0.2525	0.0868	-0.0222
2.6000	0.5663	-0.0766	-0.0678	0.2525	0.0968	-0.0216
2.7000	0.5915	-0.0783	-0.0480	0.2526	0.1072	-0.0211
2.8000	0.6167	-0.0795	-0.0259	0.2526	0.1193	-0.0205
2.9000	0.6420	-0.0801	-0.0012	0.2526	0.1333	-0.0198
3.0000	0.6672	-0.0802	0.0265	0.2526	0.1493	-0.0190
3.1000	0.6925	-0.0795	0.0574	0.2526	0.1659	-0.0183
3.2000	0.7177	-0.0781	0.0922	0.2526	0.1867	-0.0173
3.3000	0.7428	-0.0757	0.1312	0.2526	0.2081	-0.0164
3.4000	0.7679	-0.0724	0.1747	0.2525	0.2321	-0.0154
3.5000	0.7927	-0.0680	0.2230	0.2525	0.2563	-0.0145
3.6000	0.8174	-0.0624	0.2771	0.2525	0.2853	-0.0132
3.7000	0.8417	-0.0555	0.3363	0.2525	0.3105	-0.0122
3.8000	0.8655	-0.0472	0.4014	0.2525	0.3395	-0.0108
3.9000	0.8887	-0.0373	0.4713	0.2525	0.3625	-0.0097
4.0000	0.9112	-0.0259	0.5446	0.2525	0.3787	-0.0085
4.1000	0.9328	-0.0128	0.6187	0.2525	0.3824	-0.0077
4.2000	0.9534	0.0018	0.6920	0.2525	0.3785	-0.0067
4.3000	0.9729	0.0180	0.7628	0.2525	0.3668	-0.0059
4.4000	0.9911	0.0354	0.8297	0.2525	0.3480	-0.0056
4.5000	1.0081	0.0540	0.8924	0.2525	0.3282	-0.0049
4.6000	1.0240	0.0737	0.9504	0.2525	0.3049	-0.0047
4.7000	1.0387	0.0942	1.0039	0.2524	0.2826	-0.0042
4.8000	1.0522	0.1155	1.0530	0.2524	0.2601	-0.0038
4.9000	1.0647	0.1375	1.0977	0.2524	0.2381	-0.0035
5.0000	1.0762	0.1599	1.1384	0.2524	0.2178	-0.0031
5.1000	1.0868	0.1828	1.1755	0.2524	0.1982	-0.0029
5.2000	1.0965	0.2061	1.2090	0.2524	0.1804	-0.0025
5.3000	1.1055	0.2297	1.2394	0.2524	0.1633	-0.0023
5.4000	1.1137	0.2536	1.2667	0.2524	0.1472	-0.0022
5.5000	1.1212	0.2777	1.2913	0.2524	0.1328	-0.0021
5.6000	1.1282	0.3020	1.3135	0.2524	0.1198	-0.0019
5.7000	1.1346	0.3264	1.3335	0.2524	0.1079	-0.0017
5.8000	1.1405	0.3509	1.3513	0.2524	0.0967	-0.0016
5.9000	1.1460	0.3755	1.3674	0.2523	0.0869	-0.0014
6.0000	1.1511	0.4002	1.3816	0.2523	0.0772	-0.0014
6.1000	1.1559	0.4250	1.3943	0.2523	0.0687	-0.0013
6.2000	1.1603	0.4499	1.4055	0.2523	0.0609	-0.0012
6.3000	1.1645	0.4747	1.4154	0.2523	0.0534	-0.0012
6.4000	1.1684	0.4997	1.4240	0.2523	0.0467	-0.0011
6.5000	1.1720	0.5246	1.4314	0.2523	0.0402	-0.0011
6.6000	1.1756	0.5496	1.4377	0.2523	0.0342	-0.0010
6.7000	1.1789	0.5746	1.4430	0.2523	0.0285	-0.0010
6.8000	1.1821	0.5996	1.4472	0.2523	0.0232	-0.0010
6.9000	1.1852	0.6247	1.4505	0.2523	0.0180	-0.0010
7.0000	1.1883	0.6497	1.4529	0.2523	0.0130	-0.0010
7.1000	1.1912	0.6748	1.4545	0.2523	0.0082	-0.0010
7.2000	1.1941	0.6998	1.4551	0.2522	0.0036	-0.0011
7.3000	1.1971	0.7249	1.4549	0.2522	-0.0010	-0.0011
7.4000	1.2000	0.7499	1.4539	0.2522	-0.0058	-0.0011
7.5000	1.2029	0.7750	1.4519	0.2522	-0.0103	-0.0012
7.6000	1.2059	0.8000	1.4492	0.2522	-0.0152	-0.0013
7.7000	1.2090	0.8251	1.4455	0.2522	-0.0197	-0.0013
7.8000	1.2121	0.8501	1.4410	0.2522	-0.0247	-0.0014
7.9000	1.2154	0.8751	1.4355	0.2522	-0.0298	-0.0016
8.0000	1.2188	0.9001	1.4291	0.2522	-0.0350	-0.0017
8.1000	1.2224	0.9251	1.4216	0.2522	-0.0404	-0.0018
8.2000	1.2261	0.9500	1.4130	0.2522	-0.0466	-0.0020
8.3000	1.2301	0.9749	1.4034	0.2522	-0.0523	-0.0021
8.4000	1.2343	0.9998	1.3924	0.2522	-0.0598	-0.0023
8.5000	1.2387	1.0246	1.3801	0.2522	-0.0667	-0.0025
8.6000	1.2435	1.0493	1.3664	0.2521	-0.0740	-0.0027
8.7000	1.2486	1.0740	1.3512	0.2521	-0.0827	-0.0029
8.8000	1.2541	1.0986	1.3341	0.2521	-0.0928	-0.0033
8.9000	1.2600	1.1232	1.3152	0.2521	-0.1022	-0.0035
9.0000	1.2664	1.1475	1.2940	0.2521	-0.1147	-0.0039
9.1000	1.2733	1.1718	1.2706	0.2521	-0.1263	-0.0042
9.2000	1.2808	1.1959	1.2447	0.2521	-0.1401	-0.0046
9.3000	1.2888	1.2198	1.2157	0.2521	-0.1561	-0.0051
9.4000	1.2976	1.2434	1.1836	0.2521	-0.1728	-0.0056
9.5000	1.3071	1.2667	1.1482	0.2521	-0.1900	-0.0060
9.6000	1.3175	1.2897	1.1090	0.2521	-0.2099	-0.0066
9.7000	1.3287	1.3123	1.0655	0.2521	-0.2323	-0.0074
9.8000	1.3409	1.3344	1.0181	0.2521	-0.2521	-0.0079
9.9000	1.3541	1.3558	0.9664	0.2521	-0.2742	-0.0086
10.0000	1.3684	1.3765	0.9104	0.2520	-0.2953	-0.0093
10.1000	1.3839	1.3965	0.8499	0.2520	-0.3176	-0.0102
10.2000	1.4005	1.4154	0.7860	0.2520	-0.3344	-0.0109
10.3000	1.4184	1.4332	0.7197	0.2520	-0.3457	-0.0114
10.4000	1.4373	1.4498	0.6518	0.2520	-0.3537	-0.0123
10.5000	1.4573	1.4651	0.5844	0.2520	-0.3515	-0.0130
10.6000	1.4784	1.4790	0.5188	0.2520	-0.3422	-0.0134
10.7000	1.5002	1.4915	0.4558	0.2520	-0.3302	-0.0140
10.8000	1.5229	1.5026	0.3959	0.2520	-0.3148	-0.0143
10.9000	1.5461	1.5123	0.3392	0.2520	-0.2991	-0.0148
11.0000	1.5699	1.5207	0.2859	0.2520	-0.2819	-0.0151
11.1000	1.5941	1.5278	0.2359	0.2520	-0.2656	-0.0155
11.2000	1.6186	1.5337	0.1891	0.2520	-0.2490	-0.0157
11.3000	1.6433	1.5384	0.1450	0.2520	-0.2352	-0.0162
11.4000	1.6682	1.5421	0.1039	0.2520	-0.2198	-0.0162
11.5000	1.6933	1.5447	0.0652	0.2519	-0.2074	-0.0165
11.6000	1.7184	1.5463	0.0287	0.2519	-0.1962	-0.0168
11.7000	1.7436	1.5471	-0.0057	0.2519	-0.1850	-0.0169
11.8000	1.7688	1.5469	-0.0383	0.2519	-0.1753	-0.0170
11.9000	1.7940	1.5460	-0.0695	0.2519	-0.1679	-0.0173
12.0000	1.8191	1.5442	-0.0992	0.2519	-0.1603	-0.0173
